Something	101-030716-JAP_(Rat230_2).CEL	102-030716-JAP_(Rat230_2).CEL	104-030716-JAP_(Rat230_2).CEL	105-030716-JAP_(Rat230_2).CEL	106-030716-JAP_(Rat230_2).CEL	107-030716-JAP_(Rat230_2).CEL	109-030716-JAP_(Rat230_2).CEL	110-030716-JAP_(Rat230_2).CEL	112-030716-JAP_(Rat230_2).CEL	113-030716-JAP_(Rat230_2).CEL	115-030716-JAP_(Rat230_2).CEL	117-030716-JAP_(Rat230_2).CEL	118-030716-JAP_(Rat230_2).CEL	119-030716-JAP_(Rat230_2).CEL	120-030716-JAP_(Rat230_2).CEL	122-030716-JAP_(Rat230_2).CEL	123-030716-JAP_(Rat230_2).CEL	124-030716-JAP_(Rat230_2).CEL	125-030716-JAP_(Rat230_2).CEL	126-030716-JAP_(Rat230_2).CEL	128-030716-JAP_(Rat230_2).CEL	129-030716-JAP_(Rat230_2).CEL	130-030716-JAP_(Rat230_2).CEL	131-030716-JAP_(Rat230_2).CEL	132-030716-JAP_(Rat230_2).CEL	133-030716-JAP_(Rat230_2).CEL	134-030716-JAP_(Rat230_2).CEL	135-030716-JAP_(Rat230_2).CEL
1380447_a_at	8.642487	8.5466385	8.47953	8.678717	8.704314	8.340431	8.351142	8.223793	8.547386	8.116566	8.021416	8.237072	8.531956	8.335138	7.9498167	8.626909	8.43898	8.474514	8.188824	8.48093	8.431725	8.447977	8.282641	8.074368	8.361476	8.582773	8.414099	8.574087
1380448_at	6.910621	6.8773103	7.037542	6.8423123	7.0086417	6.6658025	6.925545	6.7012258	7.23725	6.716407	6.7528167	7.0836215	7.171846	6.6456866	6.6738396	6.9158115	6.740443	6.8027477	7.2266965	7.1687894	7.3105345	7.0859013	7.018985	6.612958	6.745766	6.711888	6.7324667	6.790242
1380449_at	7.077406	7.0651884	7.249554	7.3096557	7.2432537	7.04895	7.0193825	7.0465817	6.9235206	7.166734	6.702612	6.901051	6.886141	7.064165	7.2204933	7.25183	6.866992	7.1376066	6.7454205	6.7553616	6.9822397	6.9507685	7.0506563	6.797598	7.2079105	7.0506077	6.954728	6.974124
1380450_at	4.8881793	4.865763	4.6826296	4.993293	4.787463	4.980519	4.9542656	5.235354	5.086982	4.8735614	4.9759474	5.2152257	5.0044646	5.0555716	4.9509125	4.954732	5.034788	4.941762	4.8545065	4.9220033	4.9409513	5.170614	4.908214	5.091197	4.8382874	4.9582624	5.186311	4.980548
1380451_at	3.3191996	3.390646	3.6117008	3.4503255	3.3851337	3.588279	3.1937838	3.2123206	3.3935552	3.5437896	3.7406826	3.3838782	3.2633646	3.267717	3.5190547	3.4155731	3.4713001	3.3892257	3.4680395	3.5088625	3.3183582	3.404694	3.2514644	3.3270564	3.7202065	3.3571265	3.3008232	3.563936
1380452_at	5.9020195	5.9427843	5.691736	5.781424	5.904275	5.7868586	5.9299254	5.9638863	5.807615	5.7390776	5.4002056	5.940401	6.1127486	5.9035788	5.8087683	6.0035596	5.8965855	5.98413	5.673834	5.9920435	6.1122313	5.8674383	5.9416113	5.8026	6.02269	5.807325	5.6490107	6.073439
1380453_at	5.8140745	6.0098805	5.872264	6.153883	5.8278913	6.010088	5.976878	5.8634286	5.861811	6.036998	6.3118763	6.1303663	5.9204826	5.960663	6.118449	5.921712	5.9469185	5.9501634	6.124611	6.0293016	5.7365913	5.9216332	5.883308	5.7358327	5.856113	6.071853	5.9201407	5.862145
1380454_at	3.7852983	4.0347323	4.085232	4.10682	3.7771204	3.9439757	3.9015436	3.888031	3.9825761	3.9305048	4.3034616	4.0199976	3.9774277	4.014571	4.116275	3.9027677	3.897953	3.9087481	4.217931	4.001007	3.8795938	3.9185221	4.019185	3.8867397	4.0071626	3.8732178	4.1149054	3.885931
1380455_at	4.53563	4.3540874	4.430877	4.4105244	4.3751545	4.321907	4.332087	4.2598314	4.426005	4.4591303	4.956718	4.493565	4.462481	4.4815946	4.690769	4.381572	4.224188	4.5587335	4.588846	4.2878575	4.1729603	4.225949	4.360155	4.646172	4.5071344	4.5707617	4.408603	4.3843875
1380456_at	3.4160903	3.099114	3.1725092	3.2405267	3.0127301	3.0849543	3.112197	3.1073103	3.2009487	3.3498688	3.27662	3.1337566	3.1921735	3.351035	3.1894155	3.3492923	3.1876874	3.197133	3.5633993	3.2679744	3.4350514	3.4584193	3.0916746	3.2037795	3.3500056	3.3599343	3.254436	3.3652282
1380457_at	3.3955526	3.3215625	3.3588004	3.5449188	3.3189886	3.5812805	3.423454	3.2939618	3.4836645	3.708707	3.5604925	3.3830562	3.2955048	3.2599878	3.5082648	3.2116146	3.4221125	3.4932394	3.23795	3.292665	3.2819412	3.2750347	3.3331234	3.3420894	3.24293	3.3851788	3.3815176	3.2741969
1380458_at	4.335627	4.329835	4.3221765	4.6314473	4.544352	4.730008	4.5138893	4.586922	4.7831445	4.5407343	4.7755713	4.660177	4.6336536	4.876761	4.679849	4.4358773	4.682157	4.532148	4.7165823	5.0093455	4.623359	4.6081243	4.546448	4.444804	4.6860733	4.7214527	4.7632804	4.769949
1380459_at	7.6498275	7.595004	7.860439	8.041752	7.523436	7.8467937	8.036806	7.914242	7.602145	7.702943	7.92931	7.970054	7.824471	7.8094187	7.880539	7.9004817	8.045145	7.9833226	7.8814516	8.06342	7.9524865	7.856173	7.841555	7.9558034	7.9019914	7.9719305	7.9921045	8.034626
1380460_at	5.0498095	5.1558166	5.2842126	5.159199	5.4506574	5.0171804	5.2786093	4.9310184	5.388119	5.1274476	5.686902	5.425502	4.922758	5.350478	5.3718147	5.205677	5.220956	5.201335	5.4261374	5.428871	5.1578574	5.1370044	5.113823	5.286503	5.1137657	5.212026	5.356711	5.0880103
1380461_at	3.93274	3.9287884	3.7499886	4.225725	3.9171622	4.2163277	4.261606	3.8825958	4.0269775	4.0709	4.186675	4.264859	4.262758	3.9054117	4.113807	4.0414896	4.1655393	3.8782363	4.1255813	4.175785	4.030388	4.0239463	3.9337578	4.005879	4.0725565	3.8869114	4.0519094	3.9434514
1380462_at	3.403483	3.4960668	3.3271182	3.3705635	3.3090184	3.1340034	3.4310782	3.3974066	3.4959269	3.306431	3.368506	3.3810482	3.5499816	2.9712315	3.4277115	3.2969012	3.4208336	3.4773393	3.3529353	3.1378162	3.191017	3.3167515	3.5788202	3.3158493	3.3643727	3.1070719	3.242592	3.2820182
1380463_at	4.234338	4.248217	4.354579	4.5663233	4.3496847	4.232631	4.546586	4.177892	4.5392213	4.4750376	4.481142	4.5216866	4.491977	4.28019	4.4284363	4.317041	4.373698	4.364169	4.497381	4.4159327	4.464631	4.497589	4.459234	4.6501427	4.364607	4.351286	4.557388	4.365594
1380464_at	2.5903351	2.7925413	2.5290732	2.5334332	2.4967926	2.789202	2.6416905	2.7754264	2.7725468	2.6537116	2.7136645	2.8249443	2.662857	2.914063	2.736745	2.618952	2.945075	2.7006683	2.4586716	2.7106676	2.918615	2.5491002	2.736233	2.7947185	2.642421	2.7831728	2.7403326	2.6403968
1380465_at	4.733769	4.6318636	4.8254004	4.923503	4.5800657	5.3072233	5.1312227	4.8688593	4.6507754	5.1821337	5.11878	5.140398	4.909276	4.994918	4.7946973	4.9207296	4.73205	4.589697	5.28782	5.005018	4.702878	4.9698887	4.9652452	5.030405	4.931448	4.629135	4.968725	4.8885098
1380467_at	3.6656923	3.881175	3.6722727	3.8964462	3.8955593	3.8290067	3.7332757	3.8459272	3.7662258	4.022149	4.152522	3.8089368	3.7109196	3.7385533	3.9830441	3.8507957	4.071049	3.9564629	3.9963856	4.096056	3.770588	3.8675258	3.794574	3.8282983	3.9467177	3.7236671	3.7956734	3.820027
1380468_a_at	3.1686926	2.900065	2.96408	3.161404	2.990424	2.836036	2.6769323	3.0144327	2.807978	2.8791728	2.7725687	2.686317	3.2326245	2.9979963	2.6846178	3.1323001	3.0058904	2.664334	2.8265579	3.1463037	2.995099	2.7977645	3.0585954	2.9365928	2.6855202	2.8426616	2.784087	3.0449073
1380469_at	3.7023382	3.786415	3.8253517	4.09459	3.555408	3.7664561	3.8453064	3.902308	3.8870735	4.12863	4.0905185	3.9022784	3.9466844	3.842134	4.03279	3.9018836	3.8972294	3.70579	3.7608209	3.738478	3.9469748	3.7971501	3.9426982	3.6710427	3.8336492	3.9415767	3.7911487	3.829779
1380470_x_at	5.2122583	5.1955605	5.156559	5.2021213	5.5139995	5.1610622	5.2939343	5.1815233	5.152937	4.771193	4.6429586	5.061168	4.723301	5.080906	4.9412465	5.239292	4.7742624	5.099058	4.9941616	4.9878435	5.0511694	5.0484896	4.975858	4.7045975	5.1771283	5.087646	5.17637	4.9519806
1380471_at	6.470622	6.503586	6.86011	6.7408113	6.783807	6.405418	6.7690787	6.6298437	6.8580523	6.4815474	6.501385	6.7368975	6.629872	6.5152626	7.032065	6.6716523	6.5567317	6.6677465	6.671174	6.57952	6.8656044	6.4473863	6.696376	6.986058	6.6844807	6.848324	6.6934023	6.585312
1380473_at	3.4706218	3.5777876	3.3206186	3.4316273	3.5565667	3.3820953	3.3815393	3.8334913	3.5727873	3.3884263	3.8257513	3.5017679	3.3641708	3.596791	3.751708	3.6287036	3.6319633	3.7402604	3.697747	3.5201013	3.2869678	3.5558317	3.3848567	3.49449	3.693203	3.6693356	3.7650344	3.4249935
1380474_at	4.3744	4.395888	4.210534	4.353774	4.159942	4.4846487	4.8768554	4.196163	4.6706104	4.283628	4.0440865	3.994148	4.501232	4.628413	4.0812683	4.4707527	4.310473	4.126873	4.5337048	4.3375363	4.4219728	4.510093	4.5705223	4.3223014	4.215083	4.2655406	3.9967268	4.466232
1380475_at	5.8262177	5.5367823	5.496095	5.447219	5.855218	5.5505967	5.491168	5.720281	5.4101434	5.391188	5.1826243	5.242711	5.3060784	5.579007	5.7484717	5.5650826	5.1225233	5.393881	5.171251	5.647695	5.528196	5.6115484	5.4743705	5.4432774	5.4296346	5.372566	5.4155517	5.424136
1380476_at	6.4337835	6.377163	6.4610605	6.3924327	6.4062676	6.4722753	6.47418	6.3867064	6.3748326	6.316682	6.501762	6.50577	6.3890514	6.4104977	6.44451	6.495169	6.5757995	6.4214034	6.2539907	6.5368237	6.446932	6.4653735	6.3955617	6.3734784	6.427278	6.360312	6.4485526	6.541707
1380477_at	5.12053	4.560714	4.9694204	4.9042473	4.7256327	5.0149026	4.9821844	4.878927	4.675732	5.0081224	5.308698	5.0940237	4.882791	5.0684214	4.9770966	4.9570417	4.944995	4.8134193	5.1019745	4.6480894	4.7401733	4.7679358	4.903825	5.1404486	4.784705	4.9809318	5.157633	4.851965
1380478_at	5.1519256	5.0575333	4.8256707	4.968654	4.9987698	4.785047	5.049214	5.113601	5.1870475	5.031625	4.909487	5.096807	4.919982	4.8628316	4.73262	4.679811	4.911526	4.741243	4.962213	4.8029447	4.7477665	4.9708385	4.905368	4.7980204	4.8051343	4.692913	4.935088	5.016571
1380480_at	2.9611714	3.020711	2.9346101	3.2829723	3.2049713	3.1081803	3.1777263	3.2340045	2.91601	2.677825	3.11324	3.0332646	3.271862	2.913746	2.9588287	3.3268437	2.7914052	3.1634035	3.3535228	3.2126532	2.8655784	2.9957948	2.9778788	2.9901955	3.0344243	3.231983	3.4263537	3.4972298
1380481_at	2.8825555	2.744999	2.73522	2.8625088	2.630415	2.8097692	2.7654152	2.8461537	2.7194695	2.6410613	2.9755812	3.042933	2.9079514	2.8708887	2.9176555	2.8319573	2.9091702	2.8729043	2.7688684	2.84061	2.815627	2.7908468	2.8060079	2.7771025	2.8092213	3.0298166	2.850954	2.7927165
1380482_at	3.4546018	3.5450017	3.6260498	3.462346	3.4730597	3.6524496	3.5337791	3.7591355	3.635562	3.5497563	3.8196125	3.6846004	3.382631	3.5497956	3.352641	3.5378156	3.4618845	3.305498	3.8531141	3.8644102	3.262895	3.3792865	3.2086897	3.5751488	3.5773551	3.7041974	3.8742692	3.5677311
1380483_at	3.089788	3.2910273	3.2514105	3.3771105	3.186142	3.1498187	3.1776774	3.0975974	3.24968	3.1654828	3.3376036	3.344776	3.2231333	3.5032732	3.5117464	3.0831895	3.3972368	3.2705321	2.9692085	3.77912	3.0653062	3.3345842	3.3454895	3.0016649	3.6733701	3.10844	3.5793343	3.1860373
1380484_at	3.873719	3.8020198	4.1534147	3.9094577	3.881369	3.8488643	3.810611	3.8130894	3.681776	3.606584	3.9531133	3.9124167	3.768586	3.9643435	3.9872427	3.8395023	3.6151237	3.6477659	3.919345	3.858742	3.8247313	3.6678777	3.9131851	4.1546273	3.8950496	3.8967705	3.865955	3.9349332
1380485_at	5.5858803	5.720005	5.4253573	5.62414	5.3341613	5.5653977	5.385752	5.59932	5.7216024	5.5989966	5.7753825	5.600645	5.445235	5.4866276	5.3779755	5.242065	5.5996094	5.4418626	5.72947	5.460817	5.467862	5.405262	5.4508367	5.7322097	5.341908	5.4030137	5.2227764	5.507349
1380486_at	5.230813	5.197919	5.4295855	5.397002	5.283683	5.450186	5.556776	5.3775053	5.253316	5.4066343	5.1662207	5.3783073	5.2694855	5.3269606	5.5541334	5.161602	5.383442	5.4322004	5.365964	5.372706	5.6532383	5.285079	5.3565044	5.455879	5.7615986	5.2904654	5.225667	5.4986906
1380487_at	7.1971974	7.096662	7.101122	7.3161902	7.653414	7.2533813	7.1244416	7.354003	7.0823774	7.2420483	7.3832474	7.3167014	6.9188952	7.115639	7.2337	7.097405	6.984297	7.2573657	6.951499	7.3854837	7.110322	7.07054	7.080843	7.0537076	7.086425	7.4494796	7.3503914	6.9258213
1380488_at	2.6957002	2.7366762	2.7818985	2.8305678	2.6358922	2.659142	2.6520705	2.722866	2.9202733	2.8830276	2.7401428	2.9003124	2.7724013	3.0191803	2.6432877	2.8414583	2.6219368	2.6197467	2.7332907	2.8112373	2.5451627	2.5941472	2.8139553	2.6174202	2.7545104	2.7067761	2.7509093	2.854303
1380489_at	4.0298414	4.1033926	4.220353	4.1338806	4.067422	4.06914	4.1351976	4.322943	4.1768036	4.3404	4.5476785	4.3294353	4.278699	4.1402435	4.420824	4.3319855	4.289138	4.229071	4.331936	4.3902063	4.41615	4.1515102	4.3524237	4.369999	4.10338	4.2213774	4.2433443	4.0842733
1380490_at	8.24658	8.316729	8.142382	7.961919	8.041785	8.063021	8.022496	7.9320965	8.1917	7.821021	7.6298127	7.715147	8.189872	7.942694	8.015916	8.102934	8.2456455	8.507787	7.699442	8.03585	8.17738	8.178164	8.095527	7.9155283	7.9612126	7.9137473	7.8354874	8.097326
1380491_at	3.777039	3.571755	3.868467	3.8921413	3.586668	3.7410736	3.6924083	3.7987256	3.7186327	4.0073986	4.0299063	3.5686798	3.6547863	3.6691704	3.5761712	3.6993585	3.7091908	3.776482	3.9427962	3.6835132	3.8200994	3.7039156	3.6604893	3.6351128	3.8040066	3.610165	3.7196555	3.620164
1380492_at	4.001507	3.896264	4.3522444	4.445231	4.259604	4.1743374	4.2680492	4.089784	4.5622344	4.464281	4.293112	4.3777475	4.2458425	4.206559	4.3605676	4.38667	4.2869287	4.040389	4.7150817	4.341958	4.108794	4.181815	4.104953	4.2865	4.314823	4.2871556	4.1364536	4.3865476
1380493_at	6.3041735	6.295581	6.17927	6.4023323	6.3055625	6.3136606	6.4566703	6.282344	6.3500233	6.233936	6.275632	6.177845	6.379702	6.2624655	6.3993015	6.1859426	6.1609473	6.09746	6.4171467	6.2551904	6.015894	6.1352153	6.173026	6.144186	6.3908024	6.2910223	6.1211653	6.2547474
1380494_at	3.9152794	3.8435676	3.9557056	3.7908278	3.667058	3.7065277	3.903283	4.1369176	4.129279	3.9963367	4.132679	4.168969	3.9140234	3.7600489	4.1085725	3.9635582	4.048545	3.883027	3.9018564	3.7884197	3.7163682	3.9333298	3.7358313	3.9011333	3.8859463	4.0691566	3.6566896	3.902361
1380495_at	3.298554	2.9579206	2.7471902	3.1743817	2.881763	3.068186	2.738989	2.820436	2.9273732	2.789576	3.000442	3.1819549	3.1576633	2.915226	3.1018212	2.9904165	3.015064	3.1060658	3.0714247	2.8073077	2.782818	2.724699	3.1537266	3.0131855	3.0219488	2.7057676	2.9562676	2.8937597
1380496_at	6.2272615	6.403869	6.1489367	6.096014	6.003574	6.1191363	6.254038	6.119414	6.1830707	5.9421678	6.226658	6.4450483	5.964718	6.093143	6.2163014	6.33063	6.485035	6.457775	6.1036806	6.1637535	6.432345	6.132183	5.8114486	6.3247952	6.2281675	6.2641573	6.2692566	6.044866
1380497_at	3.2096527	3.3432367	3.281413	3.3972666	3.5331879	3.4571924	3.1792717	3.2718513	3.7123325	3.5667596	3.4096093	3.3038363	3.3565323	3.3420522	3.49281	3.2596552	3.245483	3.462269	3.2670622	3.587554	3.551871	3.454123	3.5942996	3.1595235	3.103569	3.6437645	3.6210203	3.3056564
1380498_at	4.3857656	4.5620584	4.573013	4.5318837	4.4286075	4.7264714	4.56999	4.540956	4.634521	4.440721	4.8370223	4.606978	4.657824	4.393238	4.5765076	4.6976624	4.538857	4.4730983	4.8325386	4.4633355	4.4994264	4.732741	4.667208	4.5336404	4.6747313	4.631187	4.587724	4.5567036
1380499_at	5.8445854	5.862486	5.6610184	5.7861423	6.1875286	5.8563623	5.952017	5.853302	5.997313	5.6467085	5.837229	5.6879187	5.8172064	5.749713	5.740818	5.8640146	5.661577	5.6196985	5.8147006	5.8377404	5.917906	5.6870165	5.7965918	5.5362206	5.8459654	5.7996855	5.707515	5.811116
1380500_s_at	10.990005	10.916385	11.083433	11.04039	11.117692	10.927314	11.104747	10.961498	10.990083	10.883139	10.987989	10.955697	10.988429	10.952235	11.167201	11.024074	11.088876	11.181801	10.953434	11.077926	11.10255	10.914959	11.042721	11.075091	11.091611	11.159662	11.092133	11.013177
1380501_x_at	6.922149	6.692443	6.8101997	6.9293137	6.7903833	6.8565264	6.77036	6.921384	6.962532	7.076408	7.1163836	7.0058713	6.877811	6.8236694	6.9329734	6.8277464	6.861079	6.881756	7.039715	6.994653	6.9134536	6.808143	6.868026	7.136051	6.878594	6.9361043	7.022737	6.8996468
1380502_at	6.097626	6.087147	6.002735	6.074934	6.176127	6.0575194	6.075933	6.103714	6.058212	6.14787	6.325642	6.1570387	6.1315804	6.070429	6.31325	6.0844545	6.1740417	6.1071024	6.2060385	6.049365	6.1184144	6.157749	6.3175163	5.9136233	5.9573746	6.0480967	5.897484	6.1535435
1380503_at	5.0455494	4.9144506	5.335343	5.0715356	5.080253	4.5368953	4.9237313	5.411065	4.848054	4.802421	5.0777235	4.8871922	4.5475154	4.5259185	5.3545017	4.861007	4.687463	5.322642	5.2537475	4.974561	5.1348567	4.869773	5.2356005	4.8988504	4.902185	4.966713	4.845546	4.632431
1380504_at	7.5668197	7.741895	7.0021477	7.3041883	7.52745	7.4200196	7.478295	7.1056247	7.364957	6.962106	6.717196	6.9365582	7.261049	7.188732	6.946056	7.430581	7.031333	7.0357447	7.316825	7.057873	7.277238	7.3466377	7.373903	7.338742	7.256361	7.188555	7.291167	7.502773
1380505_at	2.369629	2.2331634	2.2886984	2.0499573	2.1498961	2.1345825	2.3791037	2.2100005	2.2146015	2.197246	2.2581563	2.3407316	2.1696258	2.1524992	2.2248387	2.1675062	2.3494515	2.3121114	2.2415624	2.3640904	2.0682588	2.2159314	2.3390927	2.1261616	2.1586986	2.1915412	2.3981142	2.22722
1380506_at	4.156454	4.5736513	4.2460036	4.4259486	4.2867885	4.3507285	4.1999545	4.504928	4.51398	4.525375	4.4521704	4.554	4.4924088	4.4966483	4.647065	4.2517595	4.565025	4.5355997	4.4353867	4.3442326	4.277314	4.2392735	4.537971	4.387998	4.4901395	4.574503	4.628514	4.3495884
1380507_at	3.7407224	3.614386	3.5435436	3.6954885	3.6164057	3.7222197	3.4370434	3.649417	3.4776888	3.5408554	3.5361912	3.5013354	3.8152323	3.85025	3.697098	3.7202065	3.5213149	3.5027754	3.5980089	3.7236562	3.4115484	3.5945249	3.535534	3.7110486	3.7840238	3.6542428	3.5936177	3.7045906
1380508_at	4.21437	4.0012684	4.088192	4.107893	4.0619965	4.214506	4.2131724	4.240187	4.2317576	4.473516	4.4382486	4.3785706	4.0345383	4.3572974	4.2214403	4.1207967	4.033107	4.0948524	4.090012	4.1131883	3.962639	4.0079145	4.0910263	4.289162	4.2517977	3.980136	4.099519	4.1543436
1380509_at	3.2447472	3.3514113	3.3182676	3.488426	3.1968012	3.3558025	3.5166678	3.163766	3.1723573	3.7532349	3.0990045	3.5060902	3.1741743	3.339235	3.4083169	3.3069253	3.3378363	3.5139995	3.3928196	3.29208	3.2374349	3.501976	3.4305315	3.526425	3.2341785	3.2769866	3.5081904	3.3227677
1380510_at	3.9643729	3.9408405	3.7501836	4.05054	4.0950356	3.866869	3.9579453	4.0630064	3.9147453	4.1698656	4.2616706	4.2117777	4.3748355	4.0853214	3.932315	3.8341482	4.20852	4.0637064	4.0130315	3.9312031	4.01626	3.8769317	4.050769	4.0298066	4.109164	3.9966717	4.1676292	4.139889
1380511_at	3.5360808	3.254074	3.3082995	3.2789874	3.247508	3.3522131	3.348333	3.469874	3.26934	3.3770375	3.2324634	3.3264232	3.3894706	3.3785045	3.4464347	3.260939	3.4549391	3.3285987	3.463287	3.4517837	3.2158554	3.575912	3.321137	3.425363	3.2684674	3.1883605	3.4319139	3.4209938
1380512_at	3.4842496	3.8267553	3.8424387	3.3855689	3.7301564	3.5167658	3.5123386	3.722953	4.044982	3.5561316	4.1094956	4.056347	3.55058	3.9369335	3.709133	3.883413	3.7458227	3.6866534	3.5269556	3.5649455	3.8770568	3.5333436	3.7460673	3.497402	3.580124	3.5205781	3.7843926	3.4994042
1380514_at	2.9334013	2.8331923	3.0990915	3.2268603	3.13027	3.124615	3.1455667	3.000098	3.2328682	3.153846	3.0495853	3.1622179	3.1535316	3.2267408	3.1668882	3.0933905	3.0107944	2.9868062	3.1797335	3.3847568	2.987907	3.4839392	3.3659797	3.2199855	3.0393138	3.0176826	3.1043746	3.102814
1380515_at	3.9734857	3.9377275	4.006013	3.8784914	3.8442965	3.4480097	3.7293575	3.6850963	3.9849677	4.1272144	3.6977882	3.4389622	3.8678224	3.513876	3.8294413	3.715427	3.8614473	4.1537952	3.95395	3.7294211	3.9717803	3.9550302	4.045386	3.7806118	4.291838	3.7420657	3.6887712	4.2929535
1380516_at	2.8293424	2.862227	2.768598	2.820034	2.5979447	3.1608677	2.7830048	2.6811943	2.8015876	2.8084745	2.6684284	3.001781	2.8684402	2.5516772	3.018737	2.6680822	2.7818103	2.6576123	3.2195382	2.7251468	2.772684	2.837356	2.875495	2.6756897	2.900929	2.5532308	2.9786563	2.77677
1380518_s_at	2.2999585	2.1684244	2.414964	2.2197053	2.1197205	2.2308943	1.9770483	2.2756867	2.1852322	2.198103	2.087654	2.1395667	2.3788779	2.2797408	2.348801	2.3052003	2.2062073	2.1879523	2.2187688	2.319334	2.3343892	2.2930954	2.125311	2.2751935	2.4737031	2.3361506	2.4681075	2.2229064
1380519_at	3.2575471	3.3505185	3.193915	3.5187664	3.2595854	3.496879	3.6885488	3.4585147	3.720706	3.8170934	3.568348	3.5643077	3.5830054	3.4367163	3.4845428	3.516361	3.5241392	3.5350742	3.6448503	3.6883383	3.4109097	3.6015842	3.7411003	3.6027899	3.5494123	3.6492686	3.4676	3.3556285
1380520_at	2.6484833	2.6345754	2.3866532	2.5151289	2.576953	2.5074937	2.461938	2.565093	2.4216442	2.5474644	2.4084425	2.6028266	2.8434882	2.598127	2.5824194	2.583046	2.5444016	2.717503	2.6554136	2.6609688	2.603788	2.7274323	2.566125	2.570023	2.61663	2.5168033	2.5852227	2.5659504
1380521_at	7.422307	7.3584495	7.4166884	7.1800375	7.553766	7.489042	7.6526732	7.5451617	7.353827	7.4257073	7.5144577	7.2969584	7.4063315	7.302328	7.225955	7.3639355	7.2942615	7.2847037	7.4256516	7.2630434	7.400216	7.2957363	6.97913	7.3671017	7.414207	7.2254653	7.185966	7.234586
1380522_at	4.8428197	5.0206943	4.823202	4.7606144	4.7512627	4.9353495	4.8435793	4.851558	4.7449923	4.80374	4.7609534	5.070111	4.724617	4.5693045	4.763736	4.645591	4.8056293	4.7209544	4.701122	4.638051	4.7041535	4.503877	4.8804293	4.3259416	4.543451	4.888796	4.5652347	4.674419
1380523_at	3.2927275	3.3663812	3.3430898	3.236777	3.4584131	3.371116	3.2607632	3.296757	3.1747956	3.4196649	2.9954653	3.3661518	3.2824357	3.303113	3.3889213	3.4441462	3.198232	3.4068859	3.5315797	3.3566077	3.4577947	3.5214133	3.100545	3.3277497	3.4027328	3.537574	3.5938482	3.559907
1380524_at	6.196846	6.299805	6.154663	6.2492104	6.275985	6.137415	6.298275	6.1999507	6.192486	6.209005	6.438686	6.323224	6.241335	6.188457	6.413164	6.4282002	6.149883	6.203108	6.4054255	6.1329784	6.2399797	6.235543	6.2471094	6.312254	6.3545046	6.203065	6.299074	6.225798
1380525_at	6.14916	6.280091	5.869574	5.7829237	6.04472	6.014418	5.5822663	5.841305	6.247751	6.0499473	5.660701	5.883415	6.140222	5.933019	5.85042	6.1159234	5.8531923	5.9195623	6.0800695	5.844595	6.2530932	6.220448	5.874009	6.0820704	5.9331636	6.2357674	6.1607413	6.0390186
1380526_at	6.7538233	6.6781116	6.6649656	6.649443	6.6409726	6.7277575	6.6874833	6.7072186	6.836913	6.7105436	6.909937	6.833333	6.776923	7.015522	6.738927	6.7871866	6.6956587	6.408311	6.8314514	6.7711515	6.7198367	6.709896	6.871149	6.797926	6.6903076	6.698578	6.847285	6.7996893
1380527_at	3.8472338	3.8791938	3.9114256	3.88355	3.794266	4.066964	3.785768	3.7853265	3.8181262	4.2125626	4.048691	3.9117653	3.8401325	3.9321578	3.9034307	3.8166282	3.8201258	3.8398526	4.07113	3.856391	3.892372	3.9304097	4.083971	3.8267581	3.6993656	3.8568866	3.8351934	3.7929065
1380528_at	2.3710928	2.2597523	2.2112036	2.3514047	2.221911	2.2629046	2.1261387	2.1650772	2.1467564	2.152838	2.2848642	2.235231	2.2211347	2.184726	2.312756	2.2457442	2.5087767	2.243737	2.3490486	2.4252987	2.2026367	2.2736342	2.2822242	2.2448757	2.3129828	2.2072287	2.2379494	2.4038823
1380529_at	5.3643036	5.7887464	5.3110595	5.4970007	5.5460386	4.9952803	4.7134027	5.2619834	5.257981	5.55358	5.2960477	5.6644344	4.876179	4.843906	5.400663	5.3059177	5.67495	5.5976415	5.225559	5.6953263	5.423212	5.838734	5.0082726	4.714314	4.835285	5.4947433	5.753082	5.1857214
1380530_at	3.7613938	3.6854782	3.6678877	3.873664	4.0410624	4.2188973	3.5770378	3.6403008	3.9464433	3.7919583	3.744084	3.8059716	4.008383	3.751373	3.6269517	3.6580977	3.5535574	3.6876261	3.9748812	3.646046	3.6434233	3.8047295	3.6083128	3.6578057	3.9593124	3.6291504	3.627791	3.5585468
1380531_at	3.625287	3.5364401	3.295126	3.889957	3.5417426	3.3226473	3.598609	3.358817	4.0458684	3.7456071	3.813653	3.40707	3.644614	3.6707673	3.6306562	3.61278	3.7160199	3.6538513	3.7052119	3.4281385	3.6880631	3.8867476	3.601358	3.2896717	3.5907545	3.8010879	3.6756623	3.8320193
1380532_at	4.9571857	4.8062234	4.8008776	4.85193	4.8229723	4.876628	4.949003	4.9593816	5.172312	5.1483994	4.993787	4.820118	5.04772	5.081277	5.1779733	4.7924232	4.936899	4.8379755	5.018861	4.795433	4.968733	4.919141	4.822611	4.9617143	4.7866445	4.904393	5.132204	5.0332947
1380533_at	8.22928	8.185067	7.758114	7.8435197	7.63507	7.994852	7.9120727	7.7855725	8.189272	8.40892	8.2844715	8.265969	8.832403	9.155269	9.040599	9.468943	9.08348	9.005495	9.627443	9.368422	9.781504	10.038353	9.99203	9.742523	9.460092	9.59095	9.400021	10.000871
