Something	601-030116-MW_(Rat230_2).CEL	602-030116-MW_(Rat230_2).CEL	603-030116-MW_(Rat230_2).CEL	605-030116-MW_(Rat230_2).CEL	607-030116-MW_(Rat230_2).CEL	608-030116-MW_(Rat230_2).CEL	609-030116-MW_(Rat230_2).CEL	610-030116-MW_(Rat230_2).CEL	612-030116-MW_(Rat230_2).CEL	613-030116-MW_(Rat230_2).CEL	614-030116-MW_(Rat230_2).CEL	615-030116-MW_(Rat230_2).CEL	616-030116-MW_(Rat230_2).CEL	618-030116-MW_(Rat230_2).CEL	619-030116-MW_(Rat230_2).CEL	620-030116-MW_(Rat230_2).CEL	621-030116-MW_(Rat230_2).CEL	622-030116-MW_(Rat230_2).CEL	623-030116-MW_(Rat230_2).CEL	625-030116-MW_(Rat230_2).CEL	627-030116-MW_(Rat230_2).CEL	628-030116-MW_(Rat230_2).CEL	629-030116-MW_(Rat230_2).CEL	630-030116-MW_(Rat230_2).CEL	631-030116-MW_(Rat230_2).CEL	632-030116-MW_(Rat230_2).CEL	633-030116-MW_(Rat230_2).CEL	635-030116-MW_(Rat230_2).CEL	636-030116-MW_(Rat230_2).CEL
1393500_at	4.509474	4.52418	4.559436	4.451064	4.346672	4.3784256	4.4996753	4.5424247	4.4564276	4.4542656	4.580161	4.572361	4.4539886	4.466617	4.5475793	4.2865744	4.5638905	4.575034	4.2873	4.4700336	4.6953034	4.4509583	4.7413607	4.560055	4.6595917	4.6157293	4.486235	4.314169	4.392348
1393501_at	3.0369463	2.7253642	3.0119264	2.9631648	2.982316	2.8192935	3.0418472	3.0982947	2.7798657	2.8161793	2.7940378	2.9624681	2.7931576	2.5577173	2.989915	2.9381907	2.597683	3.1694522	3.2560155	3.0762799	2.8455687	3.0681973	3.014289	2.6805	2.9120264	2.919876	3.2973735	2.7241807	2.8045158
1393502_at	6.892514	6.9341793	6.998454	6.8418717	7.1144867	7.000309	6.848013	6.962262	6.9435964	6.889259	6.8310275	7.1085515	7.2702146	6.7996397	7.058937	7.1232133	7.019167	6.7893095	7.061613	7.1634746	6.844289	6.825758	6.8682165	6.9524384	7.1053596	6.867898	6.6845784	7.2225847	6.926031
1393503_at	3.7394807	3.9062424	3.422748	3.5589597	3.8039992	3.5360878	3.5377078	3.5939317	3.556982	3.6527836	3.5759602	3.6694522	3.5080752	3.659945	3.6132247	3.8010497	3.6151872	3.4327626	3.5649393	3.6391344	3.894275	3.7195086	3.5290756	3.6440213	3.5557554	3.4745114	3.7621632	3.7931552	3.3612585
1393504_at	3.0687094	3.1163037	2.9169662	2.935456	3.111318	2.8481715	2.8039415	3.0030692	2.9686184	3.0384	2.750801	2.9544342	3.1805875	2.9319022	2.952584	2.8978817	2.9930966	2.987828	3.1329777	3.1759796	3.0540707	2.7335079	3.1529317	2.9482176	3.0646799	2.8863347	3.1302092	3.043942	2.9801507
1393506_at	3.938819	4.3434796	4.039029	4.166017	4.3452444	4.14881	3.8820024	4.176403	4.416233	4.184654	3.9497535	4.1274257	3.9660237	3.887523	4.211486	4.114055	3.9504852	3.7705197	4.0935674	4.2263417	3.9556966	4.103618	4.296089	3.672808	4.00337	3.9651384	3.8592856	4.438013	4.1489887
1393507_at	4.0420294	3.8766658	3.6116948	3.782081	4.0047913	3.7333755	4.279734	3.7950115	3.6785207	3.6193347	4.163106	4.0570016	4.273559	4.080929	3.6801932	3.905308	3.6463223	3.809883	4.0256786	3.6475105	3.9611454	3.6478353	3.869103	3.728486	3.6119132	3.8898034	3.927938	3.9549482	3.8777678
1393508_at	8.944128	8.421411	8.656643	8.641491	8.569596	8.449343	9.210884	8.642448	8.452444	8.507163	8.200038	8.598323	8.265618	8.913109	8.697869	8.821472	8.666323	8.244816	8.345933	8.705607	8.691932	9.171039	8.188029	8.95124	8.846676	8.247904	8.094311	8.727567	8.742945
1393509_at	4.3925705	4.4213247	4.165548	4.238811	4.2439175	3.9802217	4.286054	4.086192	4.399416	4.110611	4.1485076	4.0930805	4.0359035	4.346602	4.2164674	4.200766	4.2246933	4.4007664	4.235364	4.22231	4.0423236	4.2141666	4.2959456	4.25681	4.295379	4.193735	4.1728845	4.324616	4.2167974
1393510_at	3.7190075	3.8808424	4.2626743	3.627667	3.4147115	3.282532	4.17843	3.7716792	3.547892	3.5725367	3.6141047	3.2880607	3.7587614	3.39898	3.4026918	3.576856	3.431758	3.619523	4.355874	4.2074585	3.4439774	4.278856	3.385773	3.8276007	5.0500135	4.2175303	3.7641187	3.6689262	3.6048923
1393511_at	3.9325905	3.661762	3.6127157	3.7696857	3.6488755	3.6753123	3.45179	3.6881962	3.731566	3.875826	3.838988	3.7672935	3.4372394	3.3718426	3.7684076	3.7869678	3.7577033	3.7880917	3.6903336	3.5670867	3.7703886	3.685416	3.5933187	3.731857	3.5493221	3.7938268	3.8541272	4.0793953	3.5413268
1393512_at	2.9437962	3.2725933	3.3990428	3.5058105	3.5541284	3.0698442	3.9467382	3.5466893	3.6302056	3.4285219	3.4311554	3.4244928	3.051396	3.4531643	3.4080677	3.3391306	3.5604606	3.4609902	3.6459968	3.3190885	3.3343065	3.3706646	3.1673398	3.2566142	3.01405	3.7472181	3.25211	3.047448	3.2237284
1393513_at	3.6966648	3.8673327	4.042732	3.7953622	3.8183496	3.834148	3.8451557	3.5845714	4.0391	4.007277	3.665457	3.6106048	4.18202	3.5827303	3.8434253	3.8841875	3.9825172	3.7854042	3.70422	4.073233	3.6865788	3.644188	3.9018068	3.7392323	3.8231826	3.5725083	3.7606125	3.9491208	3.7992766
1393514_at	2.8614697	3.0945642	2.7200375	3.1480823	2.905324	2.6642995	2.9709287	2.9222803	2.570733	2.9042993	2.85329	2.8976398	2.8627577	2.948063	2.8142185	2.9146283	3.084332	2.8600721	2.9489288	2.8403888	2.803203	3.0603242	2.693243	2.8826861	2.8193536	2.8157039	2.8116903	3.0779798	3.0167701
1393515_at	3.6248598	3.6216567	3.3749425	3.4220772	3.7128668	3.343676	3.1618354	3.3503861	3.2829664	3.3568282	3.3152442	3.342925	3.458283	3.4687653	3.5994458	3.5756028	3.6132543	3.4424639	3.5036182	3.4384625	3.4235606	3.5114257	3.3566995	3.347241	3.3289943	3.3525603	3.2489066	3.462687	3.4544463
1393517_at	6.1481967	6.006903	6.068397	6.0894322	6.134839	6.152049	5.938211	6.124671	6.0394716	5.964842	6.0436773	5.9884925	5.8909698	5.9590364	6.143042	6.065687	6.067687	5.9082108	6.098504	6.0652742	6.017589	5.927067	5.9738116	5.986622	5.8378706	6.01638	5.928079	6.298867	6.0026226
1393518_at	4.3047876	4.5419707	4.504127	4.5485096	4.4012437	4.4458156	4.349734	4.6229854	4.0637727	4.5706224	4.307708	4.3014803	4.6031585	4.4357977	4.4953	4.5970955	4.4365025	4.457565	4.5131116	4.5309896	4.5965967	4.6258464	4.5425873	4.2887545	4.4138007	4.5198708	4.3474226	4.4960613	4.3297935
1393519_at	4.1954966	4.415388	4.143301	4.6417427	4.159623	4.250315	4.487187	4.4132485	4.1977024	4.3680863	4.1870832	4.1461515	4.3786716	4.349129	4.6679544	4.399717	4.185193	4.5053635	4.371533	4.5285606	4.3529606	4.4151096	4.2587194	4.308142	4.472231	4.2066603	4.2183876	4.552614	4.2093563
1393520_at	3.490897	3.3164759	3.1448452	3.2143846	3.0518675	3.261809	3.1213727	3.181927	3.5016637	2.9511623	3.0482116	3.2224085	3.2672844	3.2893038	3.184605	3.2767696	3.192354	3.2225776	3.3379087	2.9244423	3.422582	2.998651	2.943606	3.1462717	3.1817405	3.0299046	3.1056554	3.2510293	3.1780658
1393521_at	5.709238	5.45642	5.6587644	5.6319623	5.3318334	5.751268	5.535373	5.547605	5.4112844	5.4774814	5.707568	5.6414967	5.3298497	5.6709824	5.4072223	5.491376	5.8046956	5.7305307	5.559305	5.1760807	5.525735	5.4964066	5.447731	5.5718865	5.5306153	5.725845	5.390914	5.4790926	5.8185396
1393522_at	2.9518344	3.2094567	3.022969	3.0904698	3.063484	2.8887887	3.1216695	3.0001144	3.1833029	2.913614	2.8995378	3.2114232	3.1294975	3.026254	3.0851052	3.001105	2.9502451	3.0807664	3.2060366	3.2201114	3.1943398	2.9138377	3.2631688	3.0169585	3.031041	2.8780386	3.029328	3.2357624	2.9182253
1393523_at	3.2946734	3.4386926	3.244052	3.2220135	3.0873148	2.9774888	3.236206	3.294696	3.297251	3.1543798	3.3859813	3.1461616	3.2787077	2.949348	3.137381	3.4498124	3.3058133	3.2949004	3.2596655	3.4966416	3.1839643	3.3400764	3.2030683	2.9135778	3.5702283	3.374164	3.2276418	3.2842157	3.5182552
1393524_at	3.9519672	4.169464	3.790143	3.97369	4.0357037	4.1228876	3.9679208	3.7411861	3.8001363	4.105434	3.9427567	3.949274	3.8171215	3.93796	4.01129	4.14975	3.862684	4.068989	3.8808103	3.7987342	3.8427339	3.7530134	3.8232384	4.0069065	4.0406337	3.864391	3.782598	3.8693585	3.705728
1393525_at	3.823121	3.900489	3.5269027	3.5596466	3.787046	3.933157	3.9643335	3.6683483	3.6901548	3.6639857	3.8167567	3.900638	3.7167552	3.8234162	3.9567196	3.5022974	3.8047652	3.6872077	3.7188287	3.8706694	3.6035817	3.5893145	3.9804747	3.51057	3.9129324	3.8369584	3.5452216	3.9362824	3.8947906
1393526_at	3.2169657	3.3366346	3.041695	2.9499447	3.2839065	2.8661156	2.8735924	3.0896416	3.011127	2.991352	2.9121327	3.020893	2.974754	2.9788985	2.9142833	3.2434068	3.0881968	3.1538482	2.7819548	2.9981103	3.0713022	2.9710681	3.134255	3.09909	2.9387007	3.0869777	2.8314018	3.020538	3.1137414
1393529_at	3.407014	3.4496713	3.2634237	3.5044687	3.3748128	3.4006803	3.194812	3.384195	3.710077	3.559548	3.2455058	3.388926	3.65249	3.3359823	3.426605	3.2701955	3.4728754	3.3137555	3.4031298	3.2614167	3.4531732	3.3598979	3.481521	3.446498	3.4753478	3.4944468	3.4097555	3.591635	3.5258002
1393530_at	3.6133037	3.8813934	3.5851169	3.5773106	3.7505755	3.6478837	3.381307	3.7900074	3.4431098	3.6221569	3.5032208	3.6800618	3.7499204	3.6074452	3.8250482	3.7524853	3.7656024	3.3798802	3.7117598	3.6374903	3.6320612	3.649463	3.6578724	3.6258333	3.9226065	3.6958325	3.5572813	3.8835678	3.45858
1393531_at	4.3861656	4.5444193	4.498796	4.648735	4.5338197	4.560432	4.181638	4.714968	4.380702	4.4114194	4.317241	4.37327	4.1186423	4.211795	4.601549	4.4033537	4.4994164	4.3850775	4.4018116	4.5994287	4.480995	4.333351	4.41072	4.3315754	4.861434	4.333202	4.4549093	4.7544737	4.5021057
1393532_at	3.241209	3.3238075	3.0955887	3.1167388	3.254026	3.2994585	3.1304822	3.0440938	2.9337254	3.143322	3.1020021	3.1935496	3.2161622	3.0716696	3.3032784	3.2028954	3.1028728	3.1751213	3.159637	3.418136	3.360256	3.0095081	3.1889477	3.113649	3.058056	3.0363913	3.2060702	3.1671796	3.1741788
1393533_at	5.300909	5.3436975	5.256857	5.1346025	5.2819242	5.0704546	5.067713	5.287112	5.201787	5.268139	5.2430468	5.202694	5.293154	5.1728134	5.1251135	4.9196434	5.570758	4.912015	5.3127413	5.3891716	5.430952	5.2520533	5.1361914	5.13573	5.042465	5.1833906	5.167138	5.386175	4.9665613
1393534_at	2.572186	2.604413	2.670158	2.798471	2.8374019	2.5857742	3.1622124	2.5718226	2.3942113	2.8995354	3.0498042	2.980665	2.8144834	2.8165154	2.8807921	3.0128522	2.6160688	2.7175617	2.9203632	2.662002	2.8906362	2.9225838	2.751275	2.919251	2.9684198	2.785297	2.94415	2.8356934	2.8869784
1393535_at	3.4193535	3.40796	3.4839346	3.4005055	3.3449607	3.3644052	3.0257723	3.515516	3.1517713	3.4483974	3.3264115	3.5574155	3.354087	3.3386157	3.1426363	3.4832087	3.3692966	3.523176	3.3317683	3.4835818	3.3231416	3.389999	3.4143066	3.3782187	3.318423	3.2714195	3.3741238	3.7475526	3.3805573
1393536_at	3.5829692	3.4116976	3.0919447	3.5345144	3.3998976	3.2550669	3.2395785	3.3625426	3.5194254	3.2542534	3.4250698	3.3524306	3.316753	3.1756094	3.288374	3.4313607	3.3600738	3.5063634	3.5356743	3.3791394	3.5427842	3.3798757	3.2559948	3.2062278	3.380972	3.1690288	3.2009497	3.2836132	2.8683858
1393537_at	3.5249994	3.8292756	3.6153326	3.8984342	3.590833	3.8214064	3.4529552	4.0079155	3.5316198	3.8951774	3.7756503	3.5675125	3.7362726	3.7019265	3.670864	3.6625638	3.42016	3.6250184	3.5306792	3.3219743	3.7379823	3.5305107	3.8504446	3.4802392	3.1963544	3.4877558	3.639816	3.5249994	3.4626982
1393538_at	3.1395528	3.2735097	2.9352388	3.1568441	3.2921562	3.1868014	2.974864	3.0971909	3.3320909	3.0830436	3.0150883	3.1479027	3.0804317	3.0344965	3.0537844	3.0423546	3.1591487	3.0172753	3.0303984	3.2697093	3.2318037	3.0162892	3.115086	3.054244	3.2684488	3.1760497	3.1322205	3.2802887	3.0111272
1393539_at	3.6524062	3.3507757	3.5398972	3.8723023	3.3147144	3.3278646	3.2779968	3.555839	3.1702933	3.6628728	3.4302716	3.8464065	3.5303068	3.3716722	3.690797	3.5452926	3.9220653	3.3810582	3.6164007	3.4037385	3.5193288	3.2463686	3.6325378	3.2720323	3.3903418	3.4675107	3.7497911	3.9615948	3.5334325
1393540_at	4.9268136	4.9275427	4.7283363	4.851309	4.7780294	4.753463	4.6498847	4.8194275	4.7271414	4.7839556	4.562193	4.9583473	4.8781295	4.9015813	4.856405	4.9201655	4.6713705	4.6152077	4.7987275	4.6275983	4.7861743	4.802592	4.762748	4.7540226	4.569763	4.854051	5.087106	4.7264895	4.7371283
1393541_at	4.041683	4.292946	3.913466	3.8793693	3.9816203	4.1104093	3.7509694	3.930816	3.8995824	4.1617875	4.088911	3.7967916	3.6000905	3.9580934	3.9275708	3.8484468	3.9153466	3.7369947	3.9631748	4.0430455	3.9507513	3.9509354	3.9496942	3.9527497	3.9346282	3.7448845	3.867978	4.07581	3.8149896
1393542_at	2.6886487	2.6818595	2.528336	2.685583	2.5212278	2.696827	2.5329163	2.724936	2.5162585	2.6407824	2.7027783	2.671261	2.7427258	2.626664	2.6774178	2.702453	2.618162	2.6612225	2.5811672	2.6373458	2.6907444	2.6535227	2.6098833	2.7638955	2.5875793	2.6344702	2.8022952	2.6162086	2.6636484
1393543_at	5.005024	5.101647	5.043652	5.1317253	5.212948	5.246501	5.206338	5.24615	5.4204865	5.1455193	5.3377104	5.1597576	5.1592884	5.32734	5.3491135	5.1624546	4.9001284	5.480693	5.1671724	5.3240385	5.1593018	5.016489	5.5052404	5.269888	5.3447866	5.5561714	4.89305	5.203582	5.2641077
1393545_at	5.944785	5.9788938	5.61243	5.9819365	5.9727206	5.6734767	5.4359493	5.765025	5.5450726	5.8716354	5.5338316	5.75884	5.690381	5.7219086	5.614873	5.773915	5.684522	5.5996995	5.781798	5.509255	5.8372364	5.8386254	5.9079933	5.2744284	5.5977917	5.6889896	5.6076245	5.899656	5.4750977
1393546_at	3.8718534	3.6858125	3.907792	4.0126214	3.932478	3.8574457	3.883368	4.1679583	3.8755124	3.8197474	4.0468273	3.7335968	3.8438706	3.7508867	3.8204	3.7171926	3.8184175	3.832068	3.8001356	3.809329	4.0245748	3.5984058	3.6104114	3.8813422	3.5748727	3.8731706	4.0904202	3.5201416	3.8842592
1393547_at	2.8783288	2.8688824	2.7728143	2.7112212	2.68194	2.9849172	2.8115404	2.7711945	3.1577253	2.8055122	3.0356183	2.7611513	2.7203026	2.8932834	2.6209896	3.0753765	2.8019333	2.6652567	2.805751	2.897709	2.852606	2.8488836	2.8855245	2.587759	2.8318684	2.4950562	2.7815504	2.8343534	2.7473633
1393548_at	3.521249	3.5400267	3.4354393	3.2263288	3.430869	3.2763367	3.2652512	3.3044217	3.43064	3.281958	3.4879415	3.2157712	3.3774137	3.5498707	2.9976373	3.4016547	3.3094342	3.282409	3.4075477	3.3188286	3.366528	3.2234826	3.1090696	3.2349703	3.012688	3.036461	3.0844898	3.7001402	3.6493921
1393549_at	2.7432022	2.8106341	2.828517	2.8458486	2.800996	2.8035574	2.6628346	2.9272861	2.7821665	2.769806	2.6703122	2.909487	2.6415436	2.7526193	2.6664658	2.7158227	2.8421116	2.8461757	2.873354	2.6378922	2.8764284	2.7437499	2.7337742	2.6377957	2.6360564	2.7278452	2.7229776	2.8149853	2.6648848
1393550_at	7.117074	6.970748	7.564726	6.9620876	6.826862	6.6162167	7.5123444	6.7755356	7.056291	6.7525897	6.963148	6.6749287	6.6723976	6.7767954	6.4907255	6.7679467	6.914202	6.4888096	6.817563	7.0443597	7.035704	7.0788183	6.606353	7.1091347	7.36553	6.6621313	6.6877856	6.6557593	6.909334
1393551_at	8.738053	8.644783	8.867735	8.818979	8.674051	8.208098	9.16836	8.739312	8.637573	8.745594	8.700434	8.805675	8.561962	8.878282	8.595567	8.839859	8.999003	8.65587	8.8250475	8.718203	8.736885	8.865679	8.347547	8.867457	8.799606	8.429599	8.826086	8.642907	8.701292
1393552_x_at	4.9272985	5.004838	4.6616178	5.165	5.076975	5.069632	4.8771095	4.7013583	4.986517	4.7789683	4.484684	4.916535	5.042987	4.754342	4.5682697	4.8640656	4.4828773	4.8709135	4.7886353	4.9623632	4.6142445	4.693891	4.8450956	4.9001274	4.7177534	4.654933	5.0566907	4.79488	4.681297
1393553_at	5.049696	5.2430964	5.313673	4.8852825	5.0024643	5.0991507	5.739208	5.1406503	5.231408	5.350357	5.2347693	4.897495	5.595557	5.4762034	5.2808304	5.1473203	5.0466557	5.3909616	4.8193293	5.186311	5.280634	5.0383935	5.422616	5.437249	5.553956	5.117834	5.0020313	5.003561	5.5183825
1393554_at	5.600117	5.5510726	5.7655277	5.7301207	5.5292234	5.4165382	5.763773	5.692918	5.8499684	5.6258726	5.521166	5.8285813	5.2365274	5.9080067	5.626822	5.530338	5.6418495	5.4052863	5.6836686	5.6931243	5.7510557	5.9295073	5.6015863	5.649074	5.50311	5.5303283	5.6575184	5.8612876	5.7267337
1393555_at	5.0295143	5.100583	5.151469	4.9356833	5.0493546	5.2472296	4.7745657	4.9234533	4.9424477	5.119731	5.04939	4.966895	5.0037127	5.0280485	4.915664	4.78996	4.8920774	5.22793	5.1772423	4.9388046	4.916317	4.985817	5.00319	4.7295732	4.7974644	5.0244265	4.589542	5.1032133	4.7852
1393556_at	3.2209709	3.6966476	3.1609504	3.4941952	3.5795486	3.2424853	3.263531	3.337555	3.2413762	3.265569	3.217135	3.2936666	3.3204918	3.2494226	3.4616597	3.3065648	3.349562	3.3685567	3.3617191	3.3053262	3.4432533	3.1745415	3.1993866	3.0448499	3.3708723	3.229307	3.0681343	3.2631555	3.1831546
1393557_at	6.4268904	6.335316	6.31594	6.4569354	6.4505277	6.122869	6.00529	6.5408244	6.062852	6.363641	6.199647	6.5668693	6.0798345	6.260626	6.25901	6.259912	6.2245703	6.0089006	6.2654657	6.273384	6.195976	6.1845355	6.185235	6.3836713	6.461452	6.238898	6.5790844	6.260713	5.9318695
1393558_at	5.4787836	5.238738	5.1112967	5.2396736	5.2769747	5.5094357	5.359997	5.3442936	5.9520717	5.475094	5.602009	5.491315	5.3466787	5.2755165	5.3325205	5.241744	4.791545	5.509925	5.493391	5.9693546	5.5618153	5.414706	5.535845	4.9626465	5.8773212	6.115695	5.661895	5.606682	5.2699785
1393559_at	3.0299728	3.0122411	2.8708565	2.9538047	3.14284	3.38542	2.9192982	3.1775074	2.6666317	3.2204735	3.2847285	2.7813573	3.2562225	2.5743825	3.3680344	2.8941362	2.9388523	3.282408	2.882352	3.2252083	3.1819737	3.4253383	3.1639159	3.3651898	4.2650356	3.583311	2.8572438	3.2025652	3.7281709
1393560_at	7.7997456	7.6464386	8.044322	8.005071	8.06798	7.9766684	8.2402315	8.044846	7.8067374	8.274741	8.037678	8.042625	8.067168	7.9322624	8.26854	7.903762	8.403005	7.9214478	7.836767	7.545588	8.076172	8.007586	8.028071	8.212029	8.203075	7.766446	7.895442	7.7675076	8.183898
1393561_at	6.3995323	6.0653615	6.3644376	6.3525715	6.2555017	6.4124765	6.618733	6.5661764	6.3890653	6.444258	6.5603065	6.325731	6.4178433	6.3661475	6.4544387	6.3672023	6.2722683	6.352884	6.3735304	6.396184	6.5562167	6.8283668	6.7728953	6.515438	6.4336214	6.625166	6.3939247	6.227833	6.5280185
1393562_at	5.4732842	5.614318	5.8659573	5.9528933	5.5091314	5.6747518	5.9078016	6.0748854	5.914065	6.096512	5.726987	5.6394615	5.645396	5.5862694	5.667857	5.375168	5.9185395	5.698249	5.803609	5.7791796	5.7627783	5.988806	5.7573633	5.906985	5.8217	5.867714	5.7270613	5.7035637	5.9895973
1393563_at	9.202519	9.453541	9.306527	9.408481	9.381764	9.684157	9.31763	9.542057	9.372915	9.621908	9.491727	9.269507	9.476198	9.554677	9.818029	9.463335	9.530456	9.632956	9.278951	9.406962	9.480625	9.631093	9.551046	9.388308	9.599484	9.472402	9.361478	9.045361	9.5091715
1393564_at	3.2740486	3.4073534	3.6527247	3.0912635	3.325961	3.008218	3.271023	3.2357411	3.4682574	3.1607425	3.5318666	3.6334667	3.3180232	2.7715743	3.0120077	3.3475292	2.8149893	3.1727562	3.5478442	3.3136597	3.364229	3.3474398	3.287206	3.02216	3.1624286	3.5441	3.1118076	3.268612	3.2316458
1393565_at	3.217907	3.277315	3.0450935	3.439424	3.3037117	3.315108	3.429523	3.4181826	3.1754832	3.7202065	3.00762	3.4077046	3.300941	3.1474423	3.4746532	3.4435625	3.2300537	3.2488365	3.3516326	3.232676	3.195149	3.4039009	3.1789634	3.2772865	3.2184672	3.3269682	3.1250348	3.1565893	3.3453555
1393566_at	5.1162004	4.8498397	4.9396605	4.9659076	4.714668	4.7228017	5.0759373	4.9343905	4.6719384	5.0648227	5.097843	4.8144007	4.7451005	4.7670674	4.898161	5.026173	4.9120426	4.896104	4.78907	4.9688225	5.1684465	4.744887	4.778281	4.8342214	4.9131565	4.7802444	4.7896495	4.8663735	4.881239
1393567_at	4.707662	4.3786993	4.2710176	4.442827	4.4635477	4.378387	4.515428	4.042868	4.667253	4.2620435	4.3096957	4.684731	4.45118	4.5374928	4.3184733	4.609001	3.9711733	4.5391717	4.466713	4.782701	4.410576	4.5246515	4.149418	4.3042097	4.269267	4.380549	4.481861	4.2603807	4.2780695
1393568_at	7.156064	7.3611298	7.3441963	7.2414184	7.1863728	7.1318226	7.383046	7.1938066	7.43124	7.1708574	7.2141066	7.163142	6.9964848	7.2440295	7.3316054	7.366861	7.16275	7.304035	7.0879073	7.3041425	7.3599954	7.282204	7.393954	7.1849866	7.3965006	7.396145	7.2586308	7.108581	7.4344907
1393569_at	6.4589734	6.964765	7.017473	6.640121	6.674761	6.8856173	6.777913	6.6035647	6.606146	6.61767	6.7018027	6.688821	6.7145977	6.8686953	6.837704	6.715122	6.614484	6.9310217	6.8560705	6.832108	6.670224	6.7456436	6.87455	6.5032454	6.7494974	6.653886	6.574886	6.479433	6.7460394
1393570_at	2.8272817	2.754032	2.7096393	2.765566	2.8433247	2.810237	2.6804209	2.6163824	2.9614906	2.7711155	2.7442386	2.6903043	2.922894	2.84201	2.732557	2.6985734	2.8640575	2.880268	2.8357828	2.8964338	2.6751356	2.840119	2.465749	2.855971	3.1072173	2.6262589	2.8616014	3.1682098	3.0148377
1393571_at	2.427477	2.4534276	2.514756	2.3549192	2.3459203	2.3861969	2.3892984	2.3624513	2.2754858	2.3221047	2.2720644	2.3698602	2.3885894	2.2002738	2.1034138	2.424497	2.3071125	2.507532	2.3666024	2.6267173	2.219346	2.4093478	2.4927208	2.4926612	2.403981	2.539165	2.470634	2.3527074	2.4702299
1393572_at	6.566345	6.0100203	6.849498	6.2672124	6.532957	6.3857446	6.837975	6.5439696	6.3866544	6.3332934	6.5497913	6.2809944	6.342658	6.5090528	6.1306114	6.125366	6.150843	6.7375426	6.666584	6.238311	6.531047	7.2602196	6.5659575	6.171135	6.687048	6.56206	6.160509	6.339379	6.5373483
1393573_at	3.8355322	4.0800314	3.9460168	3.8604379	4.1420565	3.7753625	3.8409653	3.9991288	4.0100546	3.9629862	3.94949	3.9179082	4.029466	3.947049	3.9940221	4.0453863	3.8454568	3.8745487	4.0209084	4.0888157	3.7277904	4.0000052	3.8430145	4.2482667	3.9736867	4.003683	4.001838	4.033237	3.981724
1393574_at	3.2052784	2.872003	2.879576	3.2308588	3.327699	3.215567	2.8809967	3.2249007	3.2265496	3.2744603	3.2089362	3.124835	3.4434543	3.1684787	3.2143326	2.9535732	3.232203	3.0211325	3.3316975	3.1758018	3.0269706	3.2015667	3.0060444	3.0820131	3.1711266	3.0941982	3.3241525	3.1641588	3.0603979
1393575_at	3.6661823	3.4418843	3.393033	3.4162173	3.6444921	3.4809883	3.338584	3.770431	3.388264	3.5729916	3.269687	3.4524887	3.3666055	3.4252625	3.129703	3.2488365	3.4434686	3.571411	3.5675383	3.4871373	3.1943245	3.3509758	3.3391588	3.5908508	3.2604911	3.522735	3.3394861	3.5220423	3.4749393
1393576_at	6.0438433	5.783693	5.6976643	5.8971562	6.06117	5.6857786	5.855435	5.82305	5.924011	5.807656	5.861084	6.126097	5.789024	5.5658	5.725099	5.619563	5.541734	5.2995453	5.760543	6.122247	5.6345983	5.9851856	5.9561405	5.816572	5.8466067	6.017386	5.8359656	5.914984	5.870265
1393577_at	4.8617053	4.9506707	4.625575	4.909196	5.0581856	4.609469	4.715035	5.0113163	4.560604	4.723484	4.7006507	4.5317945	5.0930843	4.5969234	4.5700436	4.704913	4.8218446	4.7181587	5.037937	4.825568	4.9317555	4.320756	4.671432	4.813811	4.9215956	4.6784916	4.706059	4.7890267	4.6812773
1393579_at	2.2689743	2.2813048	2.453	2.4090471	2.2029533	2.275292	2.5019321	2.2238321	2.2019734	2.2227845	2.272451	2.4824147	2.3485456	2.3878856	2.419963	2.5711918	2.4009523	2.2770352	2.3622866	2.300549	2.1930747	2.3029556	2.526733	2.2489295	2.349442	2.1808481	2.2673512	2.3423538	2.3630614
1393580_at	4.0664535	3.9051251	4.48163	4.0377355	3.7761877	3.9104688	4.1119623	3.9398654	4.228889	3.985577	3.8093934	4.070614	3.7272017	4.0479536	3.856525	3.8167665	3.8585067	4.21667	3.7535572	4.2093897	4.113594	4.0206423	3.9927073	3.9412966	3.820611	4.113369	4.040286	3.578659	4.305784
1393581_at	6.653201	5.3784847	5.891124	6.116479	5.031974	5.4442406	4.839986	5.9264793	5.662324	4.4113064	6.002277	6.5335093	5.4037857	7.0361032	5.4570208	6.5594177	5.5866394	5.6806583	5.5416803	5.711394	5.552682	5.4661036	5.879358	5.7682915	5.098939	5.9177976	6.0133023	5.9879727	5.7910757
1393582_at	4.027021	3.719326	4.142105	3.7449672	4.0153694	3.7215204	4.2489715	4.160652	4.332123	4.30884	4.2737117	4.0032325	3.7700396	3.9573386	3.8478954	4.2524705	4.1593037	4.741674	4.0961905	3.9290805	4.0205836	4.097105	3.8364365	3.9682775	3.9234967	4.3771496	4.3502064	3.5851493	3.7499228
