Something	601-030116-MW_(Rat230_2).CEL	602-030116-MW_(Rat230_2).CEL	603-030116-MW_(Rat230_2).CEL	605-030116-MW_(Rat230_2).CEL	607-030116-MW_(Rat230_2).CEL	608-030116-MW_(Rat230_2).CEL	609-030116-MW_(Rat230_2).CEL	610-030116-MW_(Rat230_2).CEL	612-030116-MW_(Rat230_2).CEL	613-030116-MW_(Rat230_2).CEL	614-030116-MW_(Rat230_2).CEL	615-030116-MW_(Rat230_2).CEL	616-030116-MW_(Rat230_2).CEL	618-030116-MW_(Rat230_2).CEL	619-030116-MW_(Rat230_2).CEL	620-030116-MW_(Rat230_2).CEL	621-030116-MW_(Rat230_2).CEL	622-030116-MW_(Rat230_2).CEL	623-030116-MW_(Rat230_2).CEL	625-030116-MW_(Rat230_2).CEL	627-030116-MW_(Rat230_2).CEL	628-030116-MW_(Rat230_2).CEL	629-030116-MW_(Rat230_2).CEL	630-030116-MW_(Rat230_2).CEL	631-030116-MW_(Rat230_2).CEL	632-030116-MW_(Rat230_2).CEL	633-030116-MW_(Rat230_2).CEL	635-030116-MW_(Rat230_2).CEL	636-030116-MW_(Rat230_2).CEL
1372215_at	8.528145	8.780575	8.608082	8.513239	8.708916	8.732838	8.63312	8.490034	8.717772	8.684319	8.732187	8.744049	8.892218	8.682597	8.6419735	8.819368	8.635658	8.704765	8.620787	8.857771	8.783575	8.547371	8.663118	8.681091	8.634876	8.522198	8.818289	8.576147	8.768718
1372216_at	4.3905926	4.2849736	4.5084667	4.083074	4.377137	4.3322577	4.418822	4.194916	4.671166	4.497276	4.2878904	4.214451	4.3243537	4.2607627	4.479242	4.333273	4.3378468	4.678125	4.225205	4.0800095	4.3875155	4.398804	4.597959	4.521566	4.2545567	4.363495	4.263632	3.782356	4.640189
1372217_at	8.031211	8.013684	8.06282	7.862376	8.0811825	8.07328	8.041108	7.9822736	8.323477	7.9698987	7.998275	8.005069	8.212026	7.987689	8.015188	8.070178	8.062339	8.069634	8.213727	7.9487095	7.949397	8.1577635	8.120083	7.8613586	8.08604	7.9163275	7.9481864	7.915897	7.9806986
1372218_at	6.746841	7.23531	6.910722	7.0379386	6.968013	6.8210773	7.0880632	6.9275885	7.585535	6.875815	7.057391	6.8908906	6.854573	7.029925	6.9013405	6.679075	6.8812165	6.921322	7.003894	6.920767	7.0208435	7.220349	6.7985487	6.7545524	6.834089	6.937949	7.0039916	6.6912565	7.1863837
1372219_at	4.4200706	4.4391627	4.199933	4.3601108	4.7741218	5.1905217	4.708837	4.144041	5.2045617	4.6837134	5.2379737	4.6693316	4.0695486	5.102805	4.837907	4.284859	4.8024545	4.5098977	4.4535055	5.1167297	4.44417	5.056763	5.002297	4.8308578	4.355251	4.9557877	5.161347	4.2888308	4.260557
1372220_at	7.6241155	7.3544154	7.840657	7.6911564	7.516103	7.6404643	7.857743	7.5715704	7.681472	7.4024715	7.886211	7.589768	7.534499	7.586258	7.622447	7.6015687	7.3570967	7.6062512	7.366846	7.699041	7.7078	7.820275	7.8342147	7.8258777	7.557849	7.676197	7.5738206	7.546	7.6623635
1372221_at	7.9085093	7.7836423	8.110113	7.910685	8.098961	7.951483	8.116336	8.0688715	7.763587	7.910212	8.197318	7.9612703	8.0029545	8.012713	8.148968	8.227335	8.185925	8.07396	7.78647	7.863076	8.193952	8.014545	8.125463	8.18468	8.120833	8.183558	7.983355	8.141171	8.106523
1372222_at	6.630652	6.524553	6.740033	6.8219132	6.9728384	6.7600136	6.8343124	6.799993	7.0574827	6.675106	6.8823485	6.783927	6.7706995	6.657931	6.8380833	6.5821075	6.8749804	6.8783183	6.6404753	6.660665	6.682241	6.9204354	6.72889	6.782636	6.658795	6.755605	6.6756306	6.556479	6.849088
1372223_at	10.096524	9.385625	10.110667	9.623626	9.615372	9.721308	9.962329	9.690011	9.631003	9.760809	9.812825	9.501055	9.6974	9.659404	9.648311	9.613457	9.931956	9.779278	9.817634	9.568389	9.685675	10.1331625	9.900502	9.710129	10.026449	10.016834	9.415579	9.482597	9.648725
1372224_at	7.891488	7.8877993	7.920824	7.8684726	7.927391	7.953922	7.8610764	7.910492	7.850036	7.906896	8.026868	7.945347	8.052866	7.9696	7.9015083	7.999766	7.885024	7.865451	7.9561973	7.8317313	7.8696074	7.847486	7.88511	7.9682584	7.881357	7.951699	8.002865	7.836928	7.892246
1372225_at	8.230755	7.9260654	8.285244	8.15126	8.022011	8.064907	8.412048	8.127451	8.371994	8.15609	8.28083	8.073019	8.061632	8.209061	8.082884	8.019505	8.1728325	8.168032	8.22024	8.214375	8.202478	8.27989	8.187155	8.0867405	8.184832	8.348412	8.0366	8.317278	8.180618
1372226_at	4.382533	4.520892	4.3085546	4.6531425	4.827754	4.378475	4.2048216	4.268981	4.257657	4.213314	4.438236	4.333298	4.095275	4.353798	4.5538044	4.3330526	4.5676265	4.3695736	4.7173357	4.2336483	4.3811226	4.3841686	4.418083	4.1076183	4.105907	4.358947	4.0890884	4.8538594	4.4334245
1372227_at	7.309359	7.2566957	7.391615	7.299243	7.3235707	7.363335	7.3736944	7.3962426	7.382304	7.2313523	7.2854357	7.354353	7.3487773	7.5056605	7.3306255	7.434779	7.5364804	7.2660127	7.279645	7.510906	7.3647966	7.394701	7.3090115	7.4908314	7.3633957	7.352058	7.352369	7.3327622	7.429544
1372228_at	7.9947124	7.956736	7.907208	7.904622	7.8806887	8.151587	8.065449	7.973932	8.101154	8.186624	7.9886017	7.9344115	8.077753	8.064188	8.05039	8.19401	8.147779	8.054274	7.8748302	7.8728685	7.921322	7.8945775	7.962953	8.195627	8.003104	8.039172	8.085562	7.856468	8.24424
1372229_at	4.318537	4.1812654	3.9992301	4.332886	4.365072	4.619487	4.473341	4.144408	3.8066368	4.09713	4.2168746	4.20133	4.453717	4.042804	4.3682723	4.008634	4.0114665	4.4797544	4.4560347	4.4349546	4.178932	4.4520235	4.4185867	4.3405523	4.21523	4.4818144	4.1396008	4.555149	4.3281336
1372230_at	8.853472	8.912585	8.783747	8.78969	8.961618	9.077393	8.919498	8.911957	9.27243	8.864775	8.988647	8.927309	8.954191	8.955875	8.828228	9.147446	8.717991	9.030676	8.916	9.06109	8.990671	8.79508	8.940422	8.846708	8.847871	8.868559	9.040567	8.667379	8.978756
1372231_at	6.4736648	6.467695	6.5729504	6.7595825	6.4520693	6.5704174	6.690395	6.5894814	6.448984	6.6381073	6.6406217	6.4985847	6.567483	6.6245985	6.515927	6.629325	6.6202855	6.5043235	6.4440126	6.409395	6.467254	6.4923387	6.5072417	6.4662256	6.654383	6.698361	6.6234937	6.449788	6.604508
1372232_at	8.447138	8.495155	8.5653515	8.500101	8.512236	8.552027	8.7062	8.62594	8.553274	8.621279	8.644304	8.562326	8.481401	8.658628	8.653166	8.7010765	8.662384	8.443129	8.549221	8.767	8.59478	8.53352	8.447351	8.628416	8.672794	8.524246	8.694241	8.486914	8.724913
1372233_at	9.118105	9.234069	9.270228	9.127377	9.434124	9.241577	9.144757	9.232153	9.1293545	9.211005	9.1831455	9.212595	9.245981	9.439822	9.33302	9.396099	9.367407	9.050679	9.057537	9.372827	9.327694	9.094204	9.176263	9.204802	9.295546	9.148961	9.250837	9.343758	9.332813
1372234_at	7.6278324	7.60167	7.4237585	7.529479	7.475186	7.5310583	7.469565	7.545072	7.358416	7.4538903	7.4542775	7.4760795	7.57052	7.621749	7.622885	7.7400675	7.521346	7.400435	7.5616617	7.6403313	7.4682693	7.484068	7.4585066	7.53698	7.6047854	7.67185	7.5792637	7.7269874	7.6348286
1372235_at	5.785224	5.5677133	5.4844775	5.7070193	5.7035437	5.4049096	5.3950553	5.4890404	5.63131	5.716205	5.51154	5.48094	5.7343554	5.568012	5.5422654	5.498141	5.5598197	5.434536	5.758779	5.4023404	5.549312	5.436193	5.4798727	5.434754	5.4832697	5.4730678	5.5332217	5.820616	5.2432075
1372236_at	6.958662	6.4058695	6.724996	6.6406574	6.4997196	6.721561	6.7322245	6.6339602	6.5777283	6.766263	6.59974	6.735258	6.422506	6.72974	6.9009953	6.7871447	6.879792	6.6463437	6.6467304	6.7401285	6.7897806	7.1114564	6.7355504	6.715353	6.8197107	6.7862606	6.73032	6.5826807	6.6272793
1372237_at	5.608007	5.564163	5.831627	5.7192445	5.6790075	5.955942	5.8811045	5.711687	5.786703	5.7291193	5.881118	5.605957	5.655794	5.7092266	5.7227697	5.7791433	5.598174	5.775611	5.814928	5.711215	5.6411386	5.442195	5.8088927	5.786792	5.6892567	5.6655073	5.887079	5.710225	5.757205
1372238_at	2.867115	2.9000876	3.2139657	2.9914126	2.7611656	2.84718	2.661893	2.7897305	2.7761874	2.9115872	2.7177787	2.955424	2.8373199	2.839939	2.7831225	2.9015758	2.9333167	2.9896128	2.925792	2.8990579	2.6249623	2.9265294	2.9369316	2.7205095	2.6232548	2.9506888	2.8975515	2.9874077	2.767272
1372239_at	6.7521443	6.8150353	6.7343893	6.825709	6.819722	6.594418	6.825192	6.715056	6.885961	6.7412434	6.7547736	6.7540517	6.92363	6.736669	6.850242	6.8232136	6.6854067	6.7932653	6.928215	6.9499645	6.7351556	6.6406465	6.7714324	6.933993	7.0231338	6.699385	6.9028025	6.8218536	6.8279767
1372240_at	4.394825	4.28831	4.0759907	4.7636786	4.43025	4.4158535	4.2683687	4.463505	4.3215404	4.5502663	4.332265	4.405075	4.317775	4.2834888	4.3093452	4.370246	4.4406343	4.355851	4.5602803	4.3339086	4.1827345	4.5522757	4.069538	4.1714644	4.3560405	4.530559	4.384433	4.284515	4.2254124
1372241_at	12.017713	12.007889	11.948717	11.954929	12.027561	11.90756	11.990204	11.89402	11.986467	11.995382	11.900159	12.029594	11.921143	11.954615	11.876986	12.00791	12.054971	11.872755	12.0262	11.927642	11.940114	11.957239	11.924214	11.990772	11.911747	11.835205	11.973664	11.97632	11.861585
1372242_at	11.12784	11.000824	11.264297	11.081989	10.959913	11.056278	11.253668	11.113045	11.219165	11.124444	11.260323	10.881359	11.054493	11.123063	11.081545	10.77426	11.173262	11.234602	11.120781	10.950729	11.055858	11.50103	11.178456	11.016432	11.200303	11.2956295	10.9390545	11.011182	11.177872
1372243_at	8.294029	8.431793	8.350257	8.371494	8.306748	8.339425	8.552016	8.231516	8.5889015	8.454033	8.411634	8.4224615	8.494606	8.437757	8.479063	8.529645	8.260701	8.557065	8.433947	8.3454685	8.425678	8.364071	8.418727	8.398242	8.331431	8.502783	8.457036	8.29877	8.444939
1372244_at	8.242517	8.119644	8.566386	8.403066	8.094275	8.445818	8.632223	8.357733	8.517315	8.438643	8.498619	8.380354	8.2946825	8.45807	8.406143	8.314942	8.458438	8.42191	8.335007	8.34018	8.479082	8.447607	8.449299	8.429239	8.373657	8.54739	8.263302	8.256374	8.618492
1372245_at	7.8539934	8.11676	8.017184	8.052642	8.086338	8.024178	8.107741	7.991551	8.130103	8.058235	8.034688	8.043817	8.073564	7.946454	7.9050183	8.114449	7.8679667	7.9314427	8.144801	8.123283	7.9022713	8.081554	7.9862595	8.094875	8.104006	7.998606	8.189549	7.8951025	8.097534
1372246_at	9.515913	9.646662	9.568615	9.539204	9.6546955	9.585117	9.621895	9.632051	9.48984	9.515364	9.540457	9.592947	9.72164	9.651768	9.583351	9.679964	9.659373	9.548786	9.5477295	9.550114	9.652363	9.59733	9.601387	9.582176	9.645849	9.582212	9.676222	9.516563	9.695614
1372247_at	10.06806	10.259414	10.24598	10.287972	10.28819	10.426471	10.245489	10.332277	10.312248	10.284248	10.370711	10.312022	10.218462	10.268384	10.388726	10.280404	10.250309	10.442931	10.0681	10.182805	10.384013	10.131636	10.398798	10.200922	10.294241	10.240414	10.212838	10.165491	10.393461
1372248_at	7.422042	7.6551123	7.3332386	7.570547	7.255678	7.6734295	7.4321523	7.1762705	7.2828913	7.291893	7.476642	7.6372547	7.44205	7.366019	7.339923	7.649643	7.39617	7.499096	7.248282	7.4406133	7.4570107	6.9546833	7.3683395	7.938807	7.451318	7.4279175	7.5048504	7.3769627	7.325612
1372249_at	8.512539	8.832476	8.764407	8.708654	8.518282	8.852449	8.672985	8.802578	8.632252	8.79946	8.7238865	8.54279	8.593251	9.017833	8.644022	8.689492	8.782014	8.7496	8.681721	8.650917	8.6842785	8.534651	8.761327	8.653021	8.699834	8.758812	8.526906	8.694153	8.679598
1372250_at	6.4088793	6.804129	6.6313853	6.424029	6.8504996	6.830871	6.4309006	6.480721	6.7124395	6.7645426	6.7424393	6.684639	6.914647	6.57972	6.804944	6.7551394	6.626953	6.6333084	6.614525	6.7752776	6.836122	6.5840034	6.7197995	6.5813804	6.794827	6.6257415	6.695601	6.551022	6.703709
1372251_at	8.366758	8.0857525	8.624657	8.458458	8.490324	8.326475	8.528816	8.435902	8.352544	8.244617	8.501015	8.345404	8.274422	8.453432	8.370234	8.196598	8.393862	8.49102	8.336936	8.257785	8.461803	8.528116	8.474119	8.285679	8.46213	8.447249	8.22645	8.229006	8.460686
1372252_at	9.286724	9.336271	9.240854	9.341114	9.376349	9.30884	9.355721	9.409403	9.186258	9.306463	9.1865015	9.2469225	9.293753	9.426747	9.281852	9.586735	9.467105	9.074913	9.333813	9.300768	9.317636	9.266421	9.2206955	9.356426	9.251913	9.228924	9.372865	9.241895	9.417087
1372253_at	7.167412	7.4264917	7.278159	7.292555	7.423466	7.4532804	7.395402	7.2729473	7.2662945	7.239231	7.4667263	7.439128	7.519862	7.443462	7.5108614	7.4369617	7.3369284	7.4224524	7.2866235	7.3227954	7.3248916	7.153662	7.260928	7.38985	7.2848444	7.377002	7.352104	7.1055655	7.5259857
1372254_at	12.099162	12.039467	12.195665	12.209956	11.957647	12.0628195	12.25965	12.187202	11.967199	12.358057	12.1552105	12.070248	12.029893	12.172458	12.164657	12.039915	12.19965	12.088403	12.056194	11.829838	12.020909	12.308341	12.052782	12.184017	12.256841	12.102514	11.872714	11.943545	12.080718
1372255_at	8.740784	8.876322	8.667885	8.831825	8.691565	8.648939	8.809195	8.6857815	9.144537	8.729839	8.84564	8.709084	8.597429	8.722158	8.641293	8.455811	8.716314	8.904697	8.782539	8.606207	8.698248	8.949192	8.689184	8.826414	8.693991	8.688147	8.758753	8.564148	8.935822
1372256_at	7.200163	7.18264	7.393315	7.3650303	6.907196	7.74269	7.251258	7.4339027	7.2377377	7.394372	7.4231906	7.5836196	7.5447025	7.825496	7.7948565	7.42243	7.2609515	7.534746	7.255524	7.3965054	7.625502	7.5307593	7.4603777	7.4166102	7.372795	7.6059074	7.653986	7.1854	7.3450027
1372257_at	8.670704	8.498629	8.890739	8.749574	8.62277	8.894242	8.921365	8.960558	8.758412	8.901734	8.978894	8.743832	8.815887	9.031499	8.935674	8.712164	8.99835	8.873118	8.691797	8.633765	8.840505	8.804748	9.089349	8.792279	8.850368	9.081998	8.5483675	8.807128	9.000641
1372258_at	9.49482	9.4927225	9.645593	9.632443	9.571256	9.457727	9.650502	9.656174	9.56999	9.628371	9.701105	9.567463	9.424817	9.730236	9.628432	9.630052	9.709003	9.628845	9.493747	9.582295	9.649242	9.536612	9.636644	9.568382	9.628551	9.612146	9.559639	9.5922985	9.58277
1372259_at	9.928407	9.816994	9.771986	9.832996	9.789797	9.729509	9.796454	9.820979	9.732417	9.627636	9.72998	9.766472	9.687325	9.923526	9.837907	9.908535	9.83544	9.60294	9.7402525	9.904908	9.805774	9.79675	9.742006	9.861768	9.773863	9.840202	9.842826	9.785197	9.734061
1372260_at	7.9459343	8.173595	7.9534354	7.8634067	8.3230915	8.344915	7.8950596	8.052671	8.278335	8.020756	7.98985	7.968582	8.082754	8.226944	8.122339	8.267999	7.914476	8.113126	8.01371	8.261331	8.215203	7.863944	8.251346	7.9172716	8.007346	8.134281	8.118396	8.262459	8.13064
1372261_at	10.564199	10.319809	10.2319355	10.354062	10.317032	10.513668	10.354066	10.505286	10.5393305	10.310877	10.372963	10.255824	10.405369	10.491232	10.540432	10.549774	10.112817	10.498978	10.218109	10.544544	10.345484	10.154117	10.712955	10.295936	10.33247	10.634571	10.371826	10.426669	10.54119
1372262_at	9.626374	9.581129	9.74102	9.704593	9.843899	9.8049345	9.799888	9.74254	9.797979	9.640545	9.817791	9.742938	9.604694	9.777956	9.72502	9.785521	9.869251	9.795158	9.649954	9.657103	9.7582	9.632766	9.779007	9.826603	9.872656	9.784243	9.746084	9.725475	9.831404
1372263_at	6.1922946	5.745704	5.880417	5.7450643	5.9059854	5.988727	5.8902984	5.877516	6.0223956	5.793358	5.9327016	6.0240216	5.889455	5.9678707	5.9788027	5.727816	6.028918	5.8862195	5.7686815	5.9246635	5.9528246	5.7741013	5.920596	5.92631	6.111529	6.0666785	5.908521	5.8062634	5.886165
1372264_at	12.647539	13.06183	12.269429	13.158778	12.840046	12.926419	12.853945	12.931614	12.651436	12.7986555	12.910751	12.663301	12.910922	12.842587	13.091912	12.452377	13.093224	12.669901	12.387402	12.669612	13.008642	13.195253	12.502237	12.770019	12.841239	12.58401	12.918857	12.605674	12.917092
1372265_at	9.269371	9.356908	9.277087	9.337279	9.393047	9.441799	9.332531	9.26363	9.434914	9.337613	9.329362	9.416277	9.316505	9.314037	9.417123	9.456534	9.245901	9.31215	9.258753	9.556137	9.400115	9.398735	9.273085	9.378913	9.45483	9.229044	9.410249	9.343781	9.433858
1372266_at	6.7580976	6.5090866	6.8915586	6.7745385	6.670724	6.9435964	7.14681	6.824779	6.951387	6.8553143	6.7301226	6.782483	7.0809183	6.941603	7.046484	6.4456863	6.7483163	7.0632677	7.080971	6.707625	6.8086205	6.772234	7.129909	7.1120214	6.950659	7.066144	6.7330093	6.7994323	6.9470615
1372267_at	9.22426	9.429259	9.271894	9.285625	9.125985	9.288315	9.464479	9.212173	9.329802	9.309095	9.442517	9.33967	9.364889	9.520234	9.207113	9.396392	9.419379	9.396251	9.44892	9.278738	9.144893	9.041139	9.19397	9.425499	9.318577	9.326882	9.473646	9.320863	9.466486
1372268_at	3.258604	3.2285528	3.216361	3.3259523	3.3691657	3.2055285	3.105479	3.2407813	3.5291564	3.1834822	3.112181	3.1114938	3.4322948	3.292077	3.320005	3.1569455	3.3735693	3.2484448	3.177515	3.0978863	3.289816	3.2115097	3.2941074	3.307238	3.2518559	3.299256	3.2677398	3.2102966	3.2402432
1372269_at	8.081968	8.277246	8.187781	8.164782	8.201208	8.18383	8.160014	8.025717	8.305361	8.139497	8.0974655	8.274547	8.1889105	8.130409	8.288946	8.254662	8.02631	8.189944	8.28849	8.319155	8.211808	8.113732	8.109611	8.269904	8.2168455	8.093309	8.280099	7.935215	8.257581
1372270_at	8.186608	8.219206	8.187135	8.187959	8.208812	8.294226	8.31669	8.239849	8.294771	8.2126875	8.273228	8.184033	8.294716	8.30826	8.278029	8.270818	8.285768	8.157382	8.182771	8.334785	8.302257	8.276876	8.293162	8.2027855	8.24176	8.290733	8.084499	8.134228	8.303501
1372271_at	7.024254	6.817943	6.6134696	6.666994	6.8918104	6.901411	6.5651255	6.769138	7.071425	6.640828	6.867335	6.9477735	6.848756	6.7747593	7.070059	6.765362	6.5995812	6.7972174	6.823124	6.9232903	6.935589	6.6796227	6.9160943	6.84835	6.9166365	6.8618326	6.784937	7.03693	6.950372
1372272_at	6.3668327	6.226665	6.4840508	6.2837157	6.233456	6.496851	6.2582035	6.1465917	6.2990036	6.113425	6.3007846	6.5435038	6.3060694	6.44211	6.0008965	6.466271	6.2749505	6.312403	6.3833804	6.2474403	6.287596	6.200059	6.4397106	6.331928	6.408134	6.307276	6.0979214	6.4234204	6.488601
1372273_at	8.240911	8.325496	8.053719	8.585129	8.00536	8.05714	8.749369	8.248022	8.147125	8.238586	8.43767	8.564301	8.235881	8.685755	8.174671	8.452101	8.577606	8.2453575	8.176697	8.257793	8.102634	7.837764	7.966402	8.64394	8.067701	8.167979	8.448401	8.356528	8.44944
1372274_at	7.558197	7.0561676	7.861859	7.1993904	7.3035665	7.4545507	7.6538844	7.4375024	7.510678	7.372802	7.5139136	7.346728	7.323841	7.407677	7.4294105	7.409671	7.2045865	7.447932	7.3698764	7.5032506	7.662013	7.6601095	7.478808	7.567244	7.7562313	7.6866484	7.2935715	7.289056	7.419866
1372275_at	5.8930597	5.6501675	5.9953423	5.861801	5.927605	5.9119635	5.9841776	5.660672	6.3290215	6.0640936	5.993745	5.8433437	5.9855337	5.741354	6.0997286	5.3798327	5.968336	6.019521	5.923954	5.694933	5.704234	5.8418503	5.6379805	5.785128	5.8589315	5.831479	5.7626715	6.0042453	6.066906
1372276_at	6.8048215	6.597326	6.7359724	6.683123	6.739303	7.0975637	6.725115	6.9947877	6.9656296	6.914408	6.9848647	6.811586	6.648947	6.924324	7.0217085	6.6903405	6.727697	6.690004	6.6312385	6.9963093	6.8251543	6.5141873	6.9726567	6.5646534	6.7779093	6.861463	6.7398276	6.8149185	6.806142
1372277_at	11.197393	11.142187	11.215839	11.113752	11.11935	11.04884	11.180905	11.084305	11.02623	11.103666	11.181301	11.172779	11.121595	11.04822	11.164703	11.145685	11.090334	11.038691	11.151257	11.0965	11.104905	11.061627	11.098485	11.212532	11.355268	11.268431	11.12199	11.208118	11.092194
1372278_at	6.0359836	6.166127	6.0372124	6.358553	5.895502	5.957439	6.133776	6.1325383	5.873135	6.104774	5.9404473	5.852506	6.0322957	5.7575836	6.0504994	6.0108275	5.9313493	5.94567	6.1399245	5.7672434	5.8703675	5.8018913	5.912912	6.1434464	5.765972	5.8958616	5.974162	6.0857673	5.935389
1372279_at	6.3240385	6.325074	6.357425	6.3516974	6.3307376	6.3687906	6.3689365	6.3943157	6.5290065	6.4795036	6.2900095	6.4491644	6.4384575	6.609818	6.279356	6.518609	6.4763474	6.5412045	6.3520136	6.432604	6.420911	6.5136876	6.233368	6.4466753	6.337038	6.178396	6.4858503	6.255392	6.427906
1372280_at	3.8159776	3.865939	3.754868	3.7398896	3.7581868	3.9353123	3.6324391	3.860897	4.023216	3.6301591	4.045771	3.4685166	3.9090574	3.5029635	3.8564637	3.7014384	3.7385	3.597926	3.8589091	3.962701	3.4412644	3.8336565	3.8055663	3.7911716	3.565601	3.6127086	3.8024383	3.568629	3.624039
1372281_at	9.091614	9.12369	9.263578	9.109152	9.078955	9.200548	9.154474	9.062746	9.134419	9.18639	9.147781	9.165823	9.034052	9.129719	9.269188	9.249369	9.367432	9.207722	9.107666	9.201306	9.330496	9.04237	9.202833	9.247916	9.279154	9.126369	9.25938	9.125532	9.248781
1372282_at	5.99251	6.0474086	5.9855275	5.9318542	6.0445976	6.2338223	5.922128	5.874971	5.8131685	5.9929	5.965987	6.148925	5.797328	5.863845	6.1909246	5.785268	5.949293	5.9264946	5.9990892	6.117159	6.2646084	6.0120106	5.948133	5.8266993	5.8056464	5.9911523	5.8438144	6.134239	5.857735
1372283_at	7.4274883	7.2334013	7.5321603	7.3137093	7.475777	7.573589	7.423936	7.5360165	7.443893	7.526935	7.344321	7.3263035	7.3380156	7.4293256	7.4665756	7.685974	7.518746	7.4963837	7.542408	7.238814	7.492985	7.4395037	7.6864724	7.541087	7.6632037	7.447002	7.3281546	7.1313143	7.3831844
1372284_at	8.961501	9.006874	8.976549	8.968742	9.020228	8.949163	9.019923	8.9509735	8.914801	8.946263	8.9450865	9.037378	8.984682	9.098317	8.980844	9.142579	9.067375	8.986879	8.947727	9.022918	9.00448	8.935853	8.961683	9.058834	9.003982	8.94895	9.031285	9.029032	9.080744
1372285_at	7.873455	7.9225106	8.160832	8.094347	7.84774	7.9538784	8.0937195	7.96811	8.082008	8.0122595	8.043154	7.8377895	7.9627876	8.108086	8.2040615	7.976579	8.1743	8.0803	7.8278937	7.980136	8.051817	7.9550786	8.033014	8.032701	8.149904	8.0803385	7.916856	7.796726	8.168098
1372286_at	8.528668	8.597874	8.490141	8.493729	8.646496	8.608621	8.455344	8.526355	8.465929	8.517506	8.453007	8.409588	8.49563	8.618523	8.636013	8.770301	8.690845	8.457623	8.428055	8.527723	8.547592	8.461927	8.555208	8.604675	8.433338	8.532518	8.615686	8.637262	8.703201
1372287_at	8.30794	8.27324	8.160889	8.303539	8.2360115	8.163001	8.313573	8.197756	8.303329	8.1155615	8.127022	8.138672	8.312852	8.248524	8.187876	8.333872	8.269618	8.24919	8.271444	8.269657	8.094604	8.271871	8.211735	8.348101	8.305822	8.231572	8.26708	8.161106	8.291851
1372288_at	6.812108	6.523669	6.7696133	6.746476	6.749553	6.829245	7.032539	6.799279	6.859916	6.7807894	6.761887	6.6847787	6.549285	6.946569	6.812311	6.825074	6.5839763	6.8239446	6.402372	6.8501396	6.7331676	6.857631	6.8807898	6.8452625	6.8548403	6.8829246	6.7234435	6.785815	6.7408433
1372289_at	6.548023	6.527044	6.5483923	6.241869	6.505384	6.765915	6.5701046	6.442978	6.743621	6.3792257	6.855097	6.517229	6.624551	6.578789	6.6106973	6.5198507	6.4502587	6.8749886	6.240693	6.9014525	6.853424	6.5334377	6.983013	6.503129	6.877242	6.982029	6.7318487	6.5169415	6.709828
1372290_at	7.2557607	7.155095	7.216099	7.226495	7.142713	7.256943	7.3561044	7.1448803	7.414781	7.101705	7.032122	7.187436	7.319389	7.2160974	7.0352993	7.514344	7.2188478	7.1927876	7.2363977	7.3058376	7.090434	7.082556	7.130574	7.300991	7.0446377	7.1696534	7.211842	7.2824063	7.218606
1372291_at	9.723172	9.868489	9.792716	9.715856	9.8956995	9.976007	9.804154	9.833597	9.931519	9.818141	9.991699	9.777295	9.934957	9.9175	9.971896	9.987751	9.864456	9.990106	9.724448	9.944978	9.928947	9.84334	10.028646	9.869074	9.959541	9.898273	9.953375	9.886421	9.859473
1372292_at	7.572415	7.7158957	7.742168	7.6026006	7.6688857	7.8057747	8.038576	7.869988	7.8497276	7.8252916	7.9436965	7.7100105	7.7676487	7.8213687	7.740805	7.5675654	7.7260985	7.7081356	7.791653	7.7405615	7.8467937	7.6506863	7.632189	7.698667	7.8300104	7.9132905	7.7258244	7.8541875	8.013667
1372293_at	4.449155	4.850544	4.9255924	4.7114544	4.590661	4.5979347	5.1872993	4.495797	4.9373837	4.621992	4.995064	4.8518553	4.842102	4.88385	5.0854945	5.030018	5.119273	4.8591795	4.696167	4.9290752	4.742092	4.9001513	4.5076065	4.791607	4.8253098	4.8020077	5.1610775	5.0849247	4.9943857
1372294_at	6.951035	6.896576	7.1098604	6.9456096	7.0756254	7.3390536	7.0847774	6.9319725	7.1232333	6.765373	7.2530365	7.029331	7.1544933	7.035672	7.190118	6.781626	6.8854837	7.2367315	7.009103	7.0148377	7.10642	7.1072636	7.1649046	7.060618	7.0054135	7.4219823	6.8651457	7.061451	7.2254024
1372295_at	7.1512465	7.3748956	7.169023	7.2204933	7.215089	7.275832	7.2724485	7.1599307	7.047393	7.2197895	7.532776	7.264308	7.1474476	7.443235	7.2489667	7.2780786	7.1184587	7.1594195	7.1660666	7.310158	7.2493815	7.191116	7.1889534	7.3189034	7.335817	7.3095493	7.45834	6.94538	7.533304
1372296_at	4.5537705	4.713192	4.2627406	4.457529	4.559267	4.556112	4.5964947	4.710378	4.5546937	4.634092	4.0089884	4.6763873	4.3785133	4.5282083	4.6312094	4.573725	4.295817	4.043108	4.315758	4.359179	4.413616	4.5537424	4.3875628	4.219292	4.556727	4.452456	4.488431	4.595218	4.533114
1372297_at	10.772232	10.9167	10.797406	10.781713	10.914494	10.963559	10.882111	10.845133	10.884566	10.86901	10.83644	10.9343605	10.948961	10.891164	11.021464	11.037412	10.84897	10.98329	10.903077	10.973264	10.956087	10.91399	11.028702	11.009841	10.972953	11.0904455	11.065431	10.936633	11.12052
1372298_at	8.981141	9.129165	8.936792	8.925894	9.104409	8.997776	8.939734	8.987574	9.104645	8.98944	9.009202	8.963508	8.983306	8.919232	9.062077	8.962374	8.913053	8.967836	8.922497	9.078405	8.94827	9.0405245	8.905788	8.973131	9.007036	9.018909	8.918054	8.886793	9.081026
