Something	030816-MW-502_(Rat230_2).CEL	030816-MW-504_(Rat230_2).CEL	030816-MW-506_(Rat230_2).CEL	031516-MW-503_(Rat230_2).CEL	030816-MW-520_(Rat230_2).CEL	030816-MW-508_(Rat230_2).CEL	030816-MW-510_(Rat230_2).CEL	030816-MW-511_(Rat230_2).CEL	031516-MW-509_(Rat230_2).CEL	030816-MW-513_(Rat230_2).CEL	030816-MW-514_(Rat230_2).CEL	030816-MW-515_(Rat230_2).CEL	030816-MW-516_(Rat230_2).CEL	031516-MW-517_(Rat230_2).CEL	030816-MW-526_(Rat230_2).CEL	030816-MW-521_(Rat230_2).CEL	030816-MW-522_(Rat230_2).CEL	030816-MW-523_(Rat230_2).CEL	031516-MW-519_(Rat230_2).CEL	030816-MW-531_(Rat230_2).CEL	030816-MW-528_(Rat230_2).CEL	030816-MW-529_(Rat230_2).CEL	031516-MW-527_(Rat230_2)_2.CEL	031516-MW-530_(Rat230_2).CEL	030816-MW-532_(Rat230_2).CEL	030816-MW-534_(Rat230_2).CEL	031516-MW-535_(Rat230_2).CEL	031516-MW-536_(Rat230_2).CEL	030816-MW-507_(Rat230_2).CEL
1374430_at	9.161392	9.034583	9.042751	9.052236	9.225221	9.238116	9.199649	9.208535	9.081482	9.165444	9.238392	9.235993	9.115938	9.000306	9.34471	9.377381	9.120145	9.09629	9.060754	9.192877	9.20204	9.269062	9.191166	9.076803	9.259889	9.297371	9.253903	9.240063	9.062575
1374431_at	9.028109	8.84338	8.989651	8.802782	8.968645	8.996504	8.852076	8.837988	8.817137	8.862337	8.810481	8.7456875	8.87841	8.822483	8.789381	8.984474	8.934057	9.072744	8.81798	8.940706	8.887711	9.011139	9.027073	8.719841	9.038365	8.956644	8.895445	8.872128	9.027948
1374432_at	9.012715	9.228796	9.370981	9.01661	9.181238	9.400527	9.321843	9.350047	9.220745	9.316638	9.489111	9.386034	9.319354	9.0493555	9.400157	9.171692	9.312848	9.417	9.3414955	9.370456	9.345895	9.372925	9.5903225	8.852787	9.433147	9.20884	9.403415	9.116851	9.219754
1374433_at	8.373563	7.960497	8.088338	8.155709	8.022496	8.242303	8.196925	7.9700074	7.8565116	8.181799	8.17708	8.155035	8.138785	8.076852	7.873014	8.309074	8.094722	8.198644	8.114263	8.066373	8.226237	8.259699	8.359478	7.878501	8.095988	8.23563	8.3850565	7.708012	8.14019
1374434_at	3.5211923	3.5063248	3.4734457	3.568859	3.6565228	3.5645704	3.474283	3.452672	3.4799755	3.540195	3.4824276	3.270979	3.5323489	3.5375628	3.1810846	3.288631	3.5808387	3.6072636	3.506957	3.485015	3.5292659	3.391934	3.7842357	3.6683319	3.7249124	3.3659446	3.513304	3.649251	3.6423752
1374435_at	8.100497	8.024663	8.084762	8.100454	8.000601	8.024733	8.098414	8.152737	8.407756	8.506108	8.091033	8.051148	7.8170705	7.205761	8.297499	8.419876	8.071972	7.9314194	7.844424	8.003164	8.317018	8.330796	7.46807	8.492663	8.116425	8.405303	8.30198	8.207579	7.9950705
1374436_at	8.966663	8.735682	8.853691	8.817005	8.86038	8.927853	8.821789	8.919907	8.609064	8.765081	8.876865	8.838051	8.782328	8.736128	8.952284	8.921343	8.871237	8.815401	8.950041	8.76877	8.860243	8.734787	8.968437	8.758759	8.852591	8.891785	8.834908	8.770382	8.709726
1374437_at	10.202772	10.013933	10.033733	9.861874	9.79664	9.950317	9.89768	9.800863	9.811768	9.539223	9.858381	9.5752945	9.946924	9.785791	9.717905	9.546606	9.84465	9.640347	9.90204	9.625345	9.615896	9.571699	9.886404	9.923559	9.642902	9.791876	9.7240715	9.502405	9.935209
1374438_at	8.675306	8.422854	8.614424	8.636873	8.337982	8.467794	8.764406	8.413982	8.32132	8.634377	8.70565	8.539015	8.736122	8.34713	8.52346	8.436655	8.580103	8.525282	8.700916	8.5056925	8.503666	8.729496	8.568886	8.708179	8.482916	8.763201	8.558157	8.402977	8.588133
1374439_at	8.963643	8.865819	8.851589	8.792285	8.911737	8.907117	8.928374	8.928465	8.830251	8.700839	8.733067	8.810961	8.63061	8.851	8.805691	8.834717	8.871966	8.974008	8.84042	8.835764	8.688539	8.791063	8.780738	8.539072	8.8217	8.780378	8.747539	8.775018	9.020036
1374440_at	12.276682	12.097057	12.194683	12.370865	12.309925	12.239401	12.181214	12.130327	12.190658	12.112844	12.367266	12.490683	12.257692	12.28735	12.148403	12.215148	12.049444	12.172381	12.159961	12.203636	12.152752	12.017815	12.396812	12.254259	12.161976	12.071161	12.065594	12.305315	12.186112
1374441_at	7.844494	7.468641	7.56716	7.4193826	7.694608	7.671653	7.738014	7.638527	7.3866243	7.614079	7.5539794	7.50172	7.661779	7.4032946	7.695038	7.6296916	7.616627	7.7572217	7.650988	7.644329	7.463012	7.558813	7.5564737	7.5404644	7.5854316	7.7948847	7.3554883	7.531443	7.8053017
1374442_at	8.027716	8.055649	8.083378	7.795639	8.031464	8.060519	8.041943	8.1244755	7.827443	8.0594845	8.002995	8.138203	7.996632	7.7832494	8.020297	8.167124	8.054897	8.186686	7.976398	8.010414	7.965027	8.143633	8.093918	7.7715487	7.9908686	8.062887	8.086544	7.8098135	8.155613
1374443_at	8.886131	8.634993	8.880154	8.732567	8.833687	9.033364	8.919197	8.817791	8.626461	8.770482	8.755455	8.757309	9.033037	8.577572	8.801148	8.870155	8.797365	8.88599	8.786392	8.834576	8.83753	8.886377	8.9344845	8.547936	8.867796	8.81567	8.779696	8.66375	8.994614
1374444_at	6.5155945	6.2456255	6.838866	6.376438	6.5038533	6.712457	5.9433002	6.1968184	6.115926	6.355674	6.2218175	6.3773456	6.7860537	6.0823956	5.974645	6.3813796	6.319395	6.216722	5.772213	6.2318573	6.392463	5.7692966	6.731494	6.3619566	6.325513	5.970765	6.032254	6.409521	6.0293684
1374445_at	4.432369	4.3796573	4.715351	4.733717	4.519103	4.4511585	4.4137077	4.6148176	4.7526994	4.791876	4.6770735	4.7018404	4.559409	4.9302955	4.495085	4.6097727	4.744831	4.323674	4.7321315	4.4454384	4.467037	4.4544687	4.5192757	4.870102	4.5453243	4.3625	4.426072	4.8437233	4.295602
1374446_at	7.8431587	7.6281734	7.7374926	7.6550303	7.708552	7.7386646	7.9982395	8.273848	7.7828126	7.85922	7.6970243	8.036446	7.8851423	7.5327444	7.9454627	7.8234744	8.092333	7.6429048	7.9815145	7.7789526	7.917246	7.6454115	8.085837	7.788734	8.003808	7.7646546	7.714729	7.885173	7.7899413
1374447_at	8.393667	8.523845	8.684938	8.387548	8.567808	8.423833	8.544605	8.512472	8.284203	8.415688	8.632328	8.530287	8.576027	8.06732	8.497686	8.558573	8.6881485	8.652163	8.406885	8.576954	8.704964	8.607611	8.7908325	8.406475	8.680288	8.716812	8.772017	8.420401	8.549555
1374448_at	6.6714525	6.593437	6.825709	6.619198	6.74491	6.7814865	6.689716	6.756551	6.644903	6.726616	6.613883	6.858905	6.7071013	6.5341725	6.5861807	6.6214066	6.757083	6.59373	6.472247	6.626366	6.7149773	6.859687	6.8850813	6.333811	6.6512094	6.7808833	6.842385	6.4129267	6.73339
1374449_at	8.118135	8.1809845	8.200905	8.068903	6.8387733	8.07621	6.7719193	7.2799525	7.462156	7.774326	7.243273	7.36145	8.8268585	7.562562	6.968219	6.7522464	6.4493313	7.5868707	6.601453	7.177338	7.4557333	7.466034	7.635632	6.3120427	7.248752	6.7727447	6.522611	7.172794	7.336569
1374450_at	5.539779	5.6177006	5.5363684	5.307316	5.6270685	5.434153	5.576115	5.3434205	5.250586	5.2273755	5.4172826	5.3882756	5.335251	5.038282	5.437355	5.4978433	5.4542522	5.3570724	5.541721	5.4774075	5.320855	5.3754196	5.2122984	5.293724	5.532533	5.2912683	5.2364135	5.4289002	5.707737
1374451_at	6.8411894	6.387154	6.3944073	6.6858454	6.50985	6.3251705	6.3602138	6.5437555	6.484021	6.441798	6.600096	6.4299254	6.389518	6.7827396	6.2481503	6.2916117	6.4100556	6.3549666	6.5036974	6.2895336	6.4523034	6.249864	6.2664886	6.3619843	6.358063	6.3657928	6.453442	6.348998	6.3599873
1374452_at	3.577538	3.5842783	3.8595886	4.0054727	3.3205562	3.7995486	3.4576454	3.724441	3.8843105	3.5730324	3.648171	3.7554336	3.6671839	4.026631	3.6693654	3.766122	3.897529	3.4767542	3.773417	3.6949146	3.7397506	3.5160518	3.7120528	3.95712	3.7562037	3.6943595	3.4796464	3.862392	3.6985931
1374453_at	6.0763707	5.881806	6.140153	6.384616	6.1997347	6.1328073	6.0644426	6.165843	6.221529	6.264686	6.4783154	6.2816525	6.359542	6.1788707	6.2818747	6.275171	6.0776587	6.3315563	6.3341837	6.4057035	6.151956	6.4566417	5.75185	6.196952	6.0913944	6.2877116	6.2938976	6.1463857	6.288007
1374454_at	7.949995	8.375651	8.108673	8.25801	8.196383	8.185548	8.269907	8.381086	8.256563	8.4509115	8.388694	8.405281	8.011071	7.2699203	8.485386	8.452654	8.310831	8.0956335	7.8837276	8.295429	8.739925	8.4865675	8.116923	8.213423	8.27228	8.409562	8.706957	8.348288	8.164597
1374455_at	7.9003325	7.886183	7.826922	7.8967094	7.682291	7.9727125	7.8388004	7.8436093	7.7904816	7.9114475	7.9620323	8.008059	7.968188	7.765156	7.8556204	7.7910876	7.702448	7.802792	7.5781164	7.687112	7.802676	7.9191175	7.7790823	7.287433	7.6350923	7.6332464	7.628277	7.5595646	7.9335127
1374456_at	7.9091635	7.966772	7.9865274	7.840502	7.8979044	7.9703846	7.929958	8.046663	7.9323363	7.893921	8.045543	8.027689	7.803965	7.4156194	8.101935	8.140245	7.8568363	7.8926554	7.8336086	7.920151	8.02128	8.083299	7.844884	7.723286	7.96961	7.946795	8.000822	7.890135	7.936998
1374457_at	7.3023276	7.411142	7.3179507	7.3975787	7.298314	7.3492074	7.3854103	7.4061975	7.0964136	7.4232364	7.5117583	7.2252436	7.2363696	7.3043427	7.5840006	7.5962496	7.4572	7.401241	7.5167265	7.4942346	7.2232265	7.498976	7.472482	7.3938665	7.4623375	7.3443217	7.351369	7.4881315	7.381181
1374458_at	6.625427	6.4313293	6.783527	6.527761	6.5944276	6.7355237	6.7357426	6.605196	6.4837894	6.731515	6.639495	6.52853	6.4760633	6.493013	6.7013345	6.7678046	6.5171814	6.8048196	6.4765215	6.643686	6.532982	6.975412	6.626134	6.2661753	6.6271453	6.7361007	6.760729	6.396581	6.706072
1374459_at	8.14566	7.794149	8.141642	8.222176	8.073491	7.890497	8.305485	7.8853593	8.066158	8.444937	8.045691	7.907533	8.553831	8.162018	8.076775	7.9479456	7.8867555	8.006772	8.445494	8.010187	7.888797	8.385914	8.156456	8.497696	8.117647	8.207296	8.1029625	8.123191	8.137833
1374460_at	6.973723	6.7995315	7.0903234	6.8220277	7.131994	7.2383914	6.9733806	7.1231356	6.7585144	6.967494	6.9305425	7.049249	7.051472	6.752717	7.1598477	7.071363	7.193898	7.1469088	7.0464835	7.1391916	7.0903354	6.994451	7.2128572	6.7886944	7.1149096	6.9665155	6.9726353	6.9246373	7.030011
1374461_at	8.075431	7.9926634	7.941343	8.000619	8.2038145	8.111773	8.124752	8.058529	8.162158	8.001382	8.106626	8.058046	8.157469	7.9761558	8.17364	8.153839	8.044922	8.201057	8.004816	8.240967	8.115533	8.086066	8.088661	8.049584	8.29052	8.11692	8.187157	8.059106	8.08231
1374462_at	6.3355346	6.0986485	6.236702	6.2958627	6.2797627	6.286727	6.2567153	6.199874	6.0279236	6.039303	6.1516933	6.1485214	6.084933	5.888005	6.302284	6.3261976	6.1859784	6.243032	6.1139174	6.3097653	6.015171	6.204535	6.2687936	5.81771	6.2052755	5.96215	6.0804853	6.027754	6.1496124
1374463_at	9.238864	9.303438	9.269891	9.28355	9.02675	9.184681	9.214607	9.229367	9.282384	9.440681	9.384306	9.441866	9.241596	8.8674965	9.361916	9.390664	9.381851	9.27608	9.074453	9.210954	9.42647	9.355003	9.219158	9.081274	9.3039	9.286657	9.364317	9.299331	9.221582
1374464_at	9.932613	9.862992	9.881117	9.725542	9.677418	9.607323	9.672198	9.774975	9.87405	9.629887	9.683327	9.49665	9.937416	9.78275	9.704886	9.574033	9.683438	9.683331	9.71555	9.596602	9.546284	9.946728	9.786548	9.560925	9.628586	9.648923	9.730414	9.559056	9.978448
1374465_at	9.24408	9.113083	9.14798	8.94784	9.126703	9.087972	8.999077	9.182671	8.927969	9.027658	9.06937	9.159529	9.067268	8.796295	9.038258	9.118555	9.134382	9.158529	8.998585	9.142981	9.023743	9.204147	9.070709	8.650973	9.145409	8.962904	9.0414715	9.082265	9.092981
1374466_at	6.806909	7.00807	6.8357344	6.8900933	7.1507826	6.8681445	7.0452347	6.924678	7.0149465	7.0814357	7.1236024	6.994783	6.9456964	6.790529	7.279806	7.375936	6.827998	7.0492096	6.9304676	7.1274033	7.008155	7.2991886	7.114561	6.8905153	7.0597982	7.1022353	7.009201	6.996232	6.913471
1374467_at	10.342555	10.22377	10.282135	10.257522	10.405207	10.418923	10.157879	10.186222	10.136851	10.165268	10.318576	10.330959	10.427381	10.231814	10.242869	10.259388	10.273386	10.325748	10.297213	10.281114	10.299686	10.17278	10.55467	10.195992	10.2932415	10.19109	10.2342205	10.308412	10.383514
1374468_at	8.277159	8.316627	8.345773	8.379118	8.48066	8.27937	8.463696	8.574284	8.296587	8.640942	8.453831	8.572219	8.263735	8.267898	8.302228	8.4196615	8.511312	8.321111	8.488262	8.526598	8.44864	8.412052	8.404964	8.184473	8.503478	8.4488945	8.348196	8.420317	8.368823
1374469_at	5.795518	5.841742	5.937086	5.508754	5.54222	5.454029	5.845585	5.719018	5.55379	5.7637615	5.6564484	5.8634105	5.7541504	5.445862	5.840787	5.88874	5.8794937	5.862712	5.9175034	6.012753	5.7651987	6.087842	5.7213755	5.3808985	5.68062	5.6661115	5.7591066	5.90101	5.4452353
1374470_at	5.6243315	5.3833575	5.767745	5.6849756	5.5304327	5.533927	5.523131	5.4904766	5.5933623	5.5565124	5.7100267	5.601565	5.561962	5.4468336	5.634013	5.8901563	5.637514	5.6626472	5.40653	5.799771	5.601657	5.6990237	5.3860393	5.4653974	5.632629	5.5386753	5.449909	5.69712	5.6481113
1374471_at	3.7685623	3.6314547	3.7452898	3.761463	3.656723	3.8438597	3.3760827	3.8167796	3.7025337	3.76796	3.7021408	3.6339264	3.6347826	3.8786993	3.6411858	3.6681325	3.4946568	3.543877	3.6718116	3.5837755	3.554664	3.746231	4.1342177	3.9190774	3.6770499	3.533972	3.6526694	4.040809	3.846488
1374472_at	7.0258822	6.804534	6.8623533	6.6885633	6.929312	7.020847	6.9024935	6.8737164	6.4555	6.97158	6.9033	6.973718	7.0575886	6.429322	6.839558	7.0949855	6.949808	6.8939137	6.8971324	6.8089285	6.8141913	7.246356	7.0747986	6.6476846	6.861147	6.9636455	7.181981	6.903247	7.005947
1374473_at	9.668345	9.250467	9.350545	9.575142	9.364398	9.244124	9.432425	9.821521	9.319132	9.602754	9.490891	9.464288	9.439166	9.516624	9.424443	9.347123	9.528322	9.662873	9.564897	9.252611	9.483941	9.273773	9.736391	9.458638	9.405854	9.399029	9.569504	9.389987	9.292072
1374474_at	8.549578	8.507772	8.620747	8.405447	8.3774395	8.397762	8.792572	8.621112	8.5808735	8.613792	8.671333	8.625233	8.556953	8.510988	8.654703	8.497391	8.680817	8.685072	8.558142	8.582397	8.403885	8.6368065	8.759331	8.2871475	8.592672	8.680849	8.496559	8.346974	8.5779085
1374475_at	9.296381	9.289356	9.1347065	9.042017	9.08913	9.201899	9.214045	9.250229	9.125399	9.055856	9.171783	9.198944	9.115508	9.1837635	9.083815	9.1069565	9.158442	9.324987	9.075157	9.433273	9.219126	9.118805	9.104446	8.718788	9.229851	8.968914	9.154431	9.11327	9.242777
1374476_at	8.161025	8.012399	8.144267	7.9446745	8.078177	8.063442	8.12304	8.201023	7.980653	8.094401	8.09726	8.168343	7.984294	7.695208	8.013896	8.163259	8.1519	7.865104	8.01277	7.8162074	8.116613	8.204548	7.9721546	7.870776	7.914559	8.1741705	8.207851	7.9373584	7.9917917
1374477_at	3.52462	3.571929	3.7244012	3.8388987	3.508228	3.6028597	3.5568635	3.663503	3.8829167	3.4682574	3.3286357	3.7498355	3.4808848	3.3571897	3.2238536	3.5441325	3.7398129	3.5998437	3.6757615	3.5372446	3.5016496	3.441119	3.5392818	3.7659998	3.3983355	3.598139	3.5240679	3.8602645	3.5463455
1374478_at	8.564311	8.463093	8.494335	8.558936	8.727243	8.723719	8.6053705	8.661622	8.400916	8.552663	8.551973	8.725481	8.402242	8.300352	8.730686	8.639419	8.593167	8.756512	8.660906	8.878486	8.802719	8.678529	8.766041	8.447976	8.691306	8.661943	8.733853	8.770482	8.699175
1374479_at	7.239896	6.9913464	7.073907	7.1593094	7.160509	7.3531876	7.1917458	7.3169003	7.107767	7.01041	7.1740236	7.352675	7.2580247	6.9981046	7.1831856	7.167919	7.4321766	7.0924215	7.2057557	7.3054833	7.2305117	7.256242	7.3285475	7.018878	7.1148195	7.1337256	7.2008452	7.1567283	7.2366323
1374480_at	8.339841	8.271206	8.510024	8.090026	8.324619	8.1593075	8.313347	8.338686	8.224137	8.184211	8.351255	8.31594	8.099926	8.024199	8.282298	8.176466	8.204367	8.208215	8.106655	8.089668	8.415087	8.317699	8.390228	7.849314	8.229978	8.238999	8.360472	8.299649	8.175052
1374481_at	8.070929	8.005948	7.968562	7.7973685	7.9738984	7.9208293	8.041445	8.085562	7.866916	7.985288	8.049412	8.102617	8.227676	7.769761	8.04862	8.020905	8.037997	8.0535965	8.073155	7.8810945	8.042284	8.058036	8.117655	7.699068	8.156599	8.157579	8.033476	7.905435	8.001577
1374482_at	5.825159	6.124759	6.2248445	6.18928	6.3685603	6.366237	6.2297297	6.172693	6.3571525	6.355075	6.2421517	6.387471	6.1341996	6.066682	6.3767076	6.349489	5.9832177	6.302717	6.267617	6.0848856	6.0778327	6.361176	6.2204604	6.1453047	6.333363	6.3770175	6.4054255	6.4036355	6.12537
1374483_at	6.7180214	6.5449595	6.7600484	6.475304	6.3359885	6.338393	6.5399814	6.504419	6.485999	6.4527273	6.3048277	6.272719	6.5983725	6.4536123	6.5509105	6.3624516	6.4633255	6.479723	6.385659	6.1763477	6.378877	6.61038	6.505517	6.297428	6.4825907	6.378557	6.3619576	6.2198167	6.5935044
1374484_at	7.240482	7.152958	7.3062263	7.12023	7.120583	7.2228446	7.4671516	7.250433	7.059248	7.475524	7.074688	7.051769	7.8137746	6.859129	7.023367	7.060819	7.3023467	7.1407194	7.557801	7.051346	7.03681	7.350963	6.864961	7.2181015	7.1272974	7.2115965	7.018445	7.246229	7.3138237
1374485_at	7.6287217	7.5448003	7.7330627	7.4274173	7.488316	7.594626	7.740241	7.6857824	7.3537917	7.585557	7.7186728	7.786143	7.552577	6.871879	7.6499066	7.6623263	7.673909	7.8031445	7.6299615	7.59089	7.7281876	7.829838	7.7233686	7.110129	7.5814123	7.8035326	7.9500155	7.66197	7.5850353
1374486_at	6.669876	6.668004	6.717293	6.8717895	6.84824	6.8020706	6.5891714	6.8102727	6.7771835	7.0168486	6.940667	6.937702	6.979847	6.863679	6.859484	6.8129044	6.738946	6.775341	6.8159943	6.8392277	7.042055	6.955572	6.981386	6.8454447	6.926645	6.810993	7.0153637	6.8472614	6.7993555
1374487_at	10.055101	10.048592	9.949574	10.0282345	10.098926	10.183073	10.100964	10.159554	10.098506	10.180361	10.219011	10.196721	10.182588	9.777322	10.138989	10.140212	10.1287155	10.103176	9.948682	10.1564865	10.260626	10.214352	10.127366	10.045031	10.108832	10.190617	10.178476	10.190202	10.073546
1374488_at	3.9155781	4.346511	4.54822	4.304129	3.8907762	4.1256523	3.9194357	4.026141	4.0521474	4.076101	4.1561933	4.0792146	4.0349474	4.7971697	4.1215878	4.2881837	4.26019	4.2774034	4.345563	4.0135307	3.764445	4.12323	4.101385	4.2016926	4.2127185	3.9336023	4.359341	3.9894779	4.0693483
1374489_at	6.701318	6.9079165	6.7775073	6.941821	6.5482187	6.716607	6.677856	6.6273108	6.703801	6.8268003	6.945478	6.7049437	6.962395	6.925592	6.670424	6.607591	6.724842	6.7063313	6.7591314	7.0055056	6.595395	6.72227	6.7558136	6.868352	6.6936083	6.7901816	6.924798	6.7111897	6.8998213
1374490_at	6.9346642	7.0757256	7.210977	7.200447	7.2357407	7.3102074	7.249577	7.297164	7.0341573	7.292921	7.1985397	7.3141894	7.2505045	7.126999	7.227707	7.1793017	7.034249	7.32828	7.0591097	7.298219	7.1387744	7.6005898	7.294816	6.920436	7.273135	7.327531	7.398013	7.2209473	7.159683
1374491_at	8.851451	8.3681965	8.758264	8.568369	8.653865	8.96496	8.573993	8.544873	8.580355	8.458096	8.525673	8.817324	8.735283	8.329307	8.636	8.7630005	8.801063	8.619729	8.559988	8.650967	8.707695	8.634306	8.864509	8.805652	8.730666	8.833735	8.703429	8.603697	8.584168
1374492_at	4.044056	4.219828	4.399601	4.3949733	4.4081554	4.38781	4.0669255	4.4173284	4.337692	4.2698865	4.0807285	4.399385	3.9120274	4.649608	4.1764827	4.4381385	4.589196	4.4930577	4.3142033	4.3330846	3.7739244	4.3944306	4.2785134	4.0669255	4.298805	4.153709	4.051764	4.191746	4.0575147
1374493_at	7.8814745	8.041442	8.0142355	8.314098	7.7716746	7.659095	7.9298577	8.096112	8.058551	7.9321327	8.102108	8.43293	7.733222	8.190384	8.139269	8.114519	8.05434	8.48484	7.810623	8.297776	8.104007	8.493576	7.9692717	7.7828016	8.297184	8.12268	8.240396	8.119425	8.254202
1374494_at	5.9205055	5.791267	6.0419292	5.9872465	5.7711153	5.9737096	5.773535	5.938338	5.7496424	5.9176836	6.051565	5.909774	6.103662	5.8296814	6.0520277	5.97486	5.9905663	6.0652494	5.8516693	5.977329	5.89954	6.1704884	5.9365582	5.73767	6.104668	5.9867277	5.9524236	5.745465	5.979166
1374495_at	6.9457493	7.3602853	7.3828573	7.1539288	7.0815763	6.92833	7.197177	7.217738	7.25009	7.1268454	7.337219	7.1339393	7.267541	7.153469	7.1948853	7.1310916	7.255582	7.3545194	7.129199	7.1887054	7.302573	7.5459876	7.3249693	6.989258	7.2689376	7.1836066	7.54969	7.337677	7.381502
1374496_at	4.2352715	4.0539746	4.6871896	4.4470854	4.326074	4.0918055	4.2422886	4.4650817	4.599508	4.5431433	4.489078	4.307452	4.2828298	4.4321327	4.582331	4.406656	4.4623384	4.5394015	4.516989	4.4507775	4.7988043	4.3282995	4.4538107	4.432954	4.4185147	4.4159665	4.328041	4.249959	4.7418776
1374497_at	9.170485	9.105469	9.24585	9.12941	9.190022	9.20123	9.095146	8.990023	9.110052	9.285364	9.119801	9.137625	9.236149	9.039063	9.214352	9.133454	9.171909	9.202249	9.120247	9.272036	9.173166	9.219648	9.461406	9.1932125	9.218848	9.1881695	9.151209	9.224763	9.155477
1374498_at	7.227361	6.7365994	6.9086437	6.7724385	6.6223607	6.8635035	6.7726088	6.893142	6.7343893	6.6453085	6.9603534	6.7364793	6.7513566	6.655767	6.7865276	6.7970066	6.752134	6.7847486	6.698962	6.7487297	6.8809295	7.019266	6.7026186	6.7205358	6.6389136	6.7669272	6.8421497	6.4909415	6.7668123
1374499_at	7.3895	7.1426706	7.2735033	7.030211	7.2622747	7.272978	7.1026464	7.161919	6.9508047	7.1077294	7.2327228	6.9023013	7.162214	7.0079637	7.3208647	7.214341	7.337212	7.27492	6.8472066	7.496742	7.1703534	7.201819	7.3262496	6.682369	7.105906	7.0146217	7.21435	6.93756	7.0494957
1374500_at	7.3283377	7.2169876	7.1257076	7.2253256	7.205165	7.2881308	7.066248	7.115301	7.004113	7.098307	7.3198566	7.2723227	7.2710714	7.1287413	6.992957	7.041439	7.2433305	7.236418	7.2226715	7.273264	7.2149434	7.248362	7.3184433	7.094349	7.070113	7.209242	7.381654	7.102815	7.2862425
1374501_at	8.569239	8.503355	8.500126	8.429216	8.300339	8.460373	8.515797	8.376135	8.27125	8.5434265	8.394666	8.528149	8.633665	8.307663	8.478716	8.424767	8.564259	8.399578	8.380163	8.594984	8.556906	8.510702	8.529617	8.342777	8.661388	8.547764	8.303694	8.431288	8.480053
1374502_at	6.765117	6.8585052	6.6327853	6.6393247	6.8522587	6.7216253	6.948555	6.853458	6.6939106	6.728086	6.8912845	6.654586	6.8942776	6.8385725	6.794313	6.805163	6.729477	6.8139424	7.038485	6.6734295	6.8142905	6.8634996	7.028926	6.5434484	6.7133512	6.6964183	6.9413595	6.6351175	7.141876
1374503_at	6.2868056	6.149328	6.1949673	6.070488	6.146624	6.1216607	5.926465	6.0816994	5.802179	6.150828	6.0903864	5.898363	5.9137034	6.056841	5.93058	5.9715123	6.08018	6.1986136	5.9456096	6.078579	5.8690343	5.9221544	5.998533	5.6062803	5.8799047	5.842953	6.0331736	5.8847184	6.0451612
1374504_at	4.067611	3.9406028	3.8197794	4.3696504	3.8253891	3.9046426	4.135012	3.9675994	4.1395717	4.1243553	3.9893894	3.965113	3.9571443	4.5490475	3.87607	3.8251474	3.906872	3.8410513	4.324382	4.010257	4.1121054	4.115036	3.612791	4.4471507	4.1244845	3.8302066	4.082513	4.4311776	4.11773
1374505_at	9.585041	9.44802	9.579447	9.489208	9.777156	9.570722	9.569707	9.547662	9.482297	9.583048	9.676422	9.814141	9.681137	9.56263	9.757089	9.692354	9.742523	9.641515	9.819636	9.874366	9.858422	9.890012	9.757548	9.578594	10.021067	9.731769	9.569258	9.833366	9.605767
1374506_at	5.452049	4.827978	5.0055346	4.931483	5.2718115	5.561214	5.3414235	5.043224	5.3347654	5.5211997	4.9573193	5.0201707	5.1919518	5.298122	5.1763034	5.352454	5.153782	5.165179	5.350381	5.4626527	4.9760113	5.2674284	5.239063	5.0362577	5.2491183	5.15517	5.2602262	4.8743777	5.267017
1374507_at	7.0771794	6.8625503	7.0405035	6.820979	7.084295	7.0330524	6.973935	6.8463945	6.659294	7.088074	6.880423	6.995505	7.172166	6.918192	6.88832	7.040854	6.8186183	7.0891542	7.1008267	6.894979	7.020708	6.9818945	7.203956	6.772835	7.006236	6.939321	7.074516	6.9126005	7.119851
1374508_at	9.280643	9.169958	9.336163	9.416283	9.376913	9.359228	9.331434	9.275532	9.221434	9.264652	9.226751	9.384581	9.394283	9.261463	9.363726	9.266748	9.3068695	9.410542	9.312597	9.404915	9.397051	9.408657	9.423255	9.286251	9.498709	9.397877	9.368204	9.367704	9.347267
1374509_at	7.3067846	6.81773	6.875394	6.9510756	6.8588533	7.150674	6.7162046	6.8424845	6.203113	6.6592946	6.8643737	7.1976013	7.2351885	6.413473	6.430217	6.6379633	6.6091614	6.755581	6.529458	6.710183	6.834442	6.577188	7.2111783	6.448986	6.5943546	6.433381	6.35124	6.7275352	6.7528334
1374510_at	3.7985725	3.7921786	4.035971	4.076599	3.6830192	3.8513465	3.9685807	3.877503	4.318439	3.8090947	4.124553	3.6221104	3.9864616	4.0990005	3.881412	4.0322046	3.9448571	4.02897	3.9350183	3.912177	3.924901	3.9676752	3.9142408	4.3501344	3.8292572	4.101171	4.0155983	4.1041565	3.771322
1374511_at	4.029131	4.308424	4.160574	4.252059	4.3192844	4.243547	4.416629	4.4463625	4.4860687	4.164096	4.416026	4.409157	4.183242	4.5934677	4.308936	4.2273564	4.3206043	4.454068	4.609067	4.5371437	4.2736444	4.337425	4.226357	4.8208714	4.3540735	4.1845646	4.065098	4.475171	4.3109937
1374512_at	8.973507	9.076836	8.718376	8.988865	9.018801	9.090788	8.8858185	9.031923	8.916775	8.889103	9.023188	9.293924	8.864622	8.795773	8.973051	8.884687	8.812164	9.117613	8.944067	9.17911	9.231695	8.878586	8.914867	8.865231	9.02519	8.709801	8.756166	9.046112	9.120605
