Something	702-030916-MW_(Rat230_2).CEL	703-030916-MW_(Rat230_2).CEL	705-030916-MW_(Rat230_2).CEL	706-030916-MW_(Rat230_2).CEL	707-030916-MW_(Rat230_2).CEL	708-030916-MW_(Rat230_2).CEL	710-030916-MW_(Rat230_2).CEL	712-030916-MW_(Rat230_2).CEL	713-030916-MW_(Rat230_2).CEL	714-030916-MW_(Rat230_2).CEL	715-030916-MW_(Rat230_2).CEL	717-030916-MW_(Rat230_2).CEL	719-030916-MW_(Rat230_2).CEL	720-030916-MW_(Rat230_2).CEL	721-030916-MW_(Rat230_2).CEL	724-030916-MW_(Rat230_2).CEL	726-030916-MW_(Rat230_2).CEL	727-030916-MW_(Rat230_2).CEL	728-030916-MW_(Rat230_2).CEL	729-030916-MW_(Rat230_2).CEL	730-030916-MW_(Rat230_2).CEL	732-030916-MW_(Rat230_2).CEL	733-030916-MW_(Rat230_2).CEL	734-030916-MW_(Rat230_2).CEL	735-030916-MW_(Rat230_2).CEL	736-030916-MW_(Rat230_2).CEL
1370960_at	3.055104	2.995464	3.2383027	3.4878068	4.2486067	3.7032108	3.1992626	3.17525	3.271707	3.381467	3.3055997	3.1087103	4.0469522	3.2218297	3.1626809	3.4436307	3.1427088	3.4690332	2.9358838	3.1427233	2.8808465	3.285373	3.3273706	3.2233257	3.4519598	3.1618333
1370961_at	3.9099672	3.8441586	4.0793953	4.1567817	3.7620668	4.069538	4.371558	3.9945116	4.164408	4.0558553	3.7878225	3.8764083	3.9108703	4.1596785	3.896347	4.1296606	4.15138	4.018716	3.8023605	4.276603	4.127161	4.035028	4.0196943	4.014698	4.0495434	4.043348
1370962_at	5.0096626	4.7058697	4.5306907	4.8011513	4.815816	4.4691954	4.786319	4.54103	4.843167	4.7045803	4.3983626	4.8585725	4.736545	4.683333	4.781357	4.5868587	4.473656	4.7657166	4.5558057	4.5791154	4.895078	4.7477546	4.9676375	4.7317443	4.9511724	4.5765653
1370963_at	4.359213	4.5123053	4.1846967	4.50917	4.7724547	4.693112	4.4135785	4.0933266	4.345814	4.592962	4.4119606	4.691947	4.5131674	4.507472	4.753867	4.373863	4.216948	4.293861	4.4135785	4.35682	4.380833	4.3395114	4.3729897	4.48637	4.3958488	4.321743
1370964_at	12.503819	12.276114	12.40351	12.15747	12.413704	12.4803705	12.397738	12.6085005	12.477206	12.148058	12.320656	12.315554	12.424747	12.213975	12.416327	12.416588	12.660732	12.46732	12.5745945	12.843076	12.27538	13.048329	12.210395	12.432953	12.494115	12.580473
1370965_at	6.711117	6.687156	6.519571	6.529723	6.495417	6.7417965	6.5193505	6.6803336	6.4347453	6.7112327	6.5122914	6.608414	6.820524	6.496038	6.634755	6.5419683	6.421785	6.4679203	6.510467	6.612849	6.6074576	6.8227944	6.4607115	6.5993724	6.7581725	6.2118316
1370966_at	6.0900245	6.1047325	6.008507	6.0474377	6.03755	6.0018663	6.134286	6.0993433	6.192808	6.2560487	5.7883105	6.3062673	6.0418935	6.1183968	6.224021	6.0522757	6.0373726	6.0233793	6.072432	6.0318766	6.03435	6.1328564	6.083598	6.088925	6.184267	5.943344
1370967_at	5.541568	6.40122	5.665432	6.215899	5.5098643	5.8938804	5.5649204	5.5124865	5.5667815	5.682551	5.5436354	5.628008	5.787071	6.2529945	6.0065236	5.645578	5.1380315	5.7700725	5.827339	5.498368	5.726137	5.4301653	5.3958173	5.367824	5.5136175	5.6162105
1370968_at	8.227958	8.355956	8.210865	8.190654	8.177066	8.26985	8.30567	8.184399	8.184519	8.32457	8.255161	8.32259	8.116487	8.105426	8.179399	8.20393	8.169473	8.280158	8.331626	8.224411	8.145539	8.208961	8.319071	8.184001	8.157208	8.261296
1370969_at	4.51455	4.562928	4.2443676	4.5298347	4.3837614	4.188175	4.0351067	4.1554737	4.1300163	4.170635	4.843918	4.1146603	4.214362	4.065404	4.4853487	4.30993	4.285081	4.3669014	4.476432	4.1795325	4.413553	4.2734094	4.119627	4.2019234	3.9329267	4.4147997
1370970_at	4.4598436	4.187402	4.4216056	4.2021437	4.098884	4.095907	4.566947	4.2281837	4.2770376	4.3791904	4.412774	4.2582946	4.4344473	4.35228	4.304532	4.1456738	4.3201885	4.463462	4.4399347	4.449566	4.021664	4.289822	4.5053587	4.2417083	4.2801733	4.0407524
1370971_at	2.478181	2.5943294	2.7368727	2.5603423	2.4799247	2.7234797	2.5925841	2.5644817	2.5066352	2.6689892	2.628313	2.612893	2.7570262	2.617609	2.599331	2.3010478	2.7910619	2.5119777	2.7704692	2.825498	2.7266793	2.8141274	2.6227622	2.6776223	2.5258112	2.6387005
1370972_x_at	6.243352	6.3264914	5.9051914	6.293853	5.991177	6.144472	6.150015	5.8923197	5.8250303	6.0528536	5.9730206	6.10911	6.060831	5.9308004	6.2251625	6.012303	5.8433514	6.334512	6.1352367	6.250027	6.017797	6.0983086	5.9672318	6.0737023	6.0633097	6.019968
1370973_at	2.5929074	2.8920517	2.5163908	2.7055483	3.2925673	3.1657538	2.8355784	2.6980271	2.8318686	2.429655	2.7517443	2.6793504	3.766011	2.9375396	2.8590698	2.6935945	2.5192924	2.9344482	2.9020393	2.699359	2.7442217	3.0228643	2.6793504	2.909414	3.2294617	2.5301633
1370974_at	7.336541	7.4433775	7.622529	7.3907166	7.4967623	7.6230087	7.5996256	7.7543144	7.445294	7.544149	7.495241	7.5251474	7.5869546	7.5093107	7.4426684	7.49214	7.6197143	7.652088	7.5148287	7.542601	7.509443	7.426958	7.563431	7.4867826	7.4937186	7.4636083
1370975_at	7.1955614	7.213509	7.034694	7.099741	7.0507603	7.145628	7.069782	7.1641645	7.296169	7.1024756	7.1775255	7.2516184	7.127018	6.976214	7.071187	7.282421	7.0985923	7.1051025	7.467086	7.1440477	7.1615295	7.118741	7.1240034	7.036277	7.0763664	7.1385684
1370976_at	8.958987	9.001053	9.063651	8.967366	9.168196	8.790431	8.973954	8.861007	9.004063	8.754144	9.054461	8.819724	8.908634	8.846255	8.9552555	9.089883	8.899564	8.953489	8.891255	8.845121	9.071271	8.635523	8.986017	9.020258	8.831752	9.118224
1370977_at	4.5939736	4.470337	4.429593	4.415562	4.3680816	4.4259157	4.5813794	4.494821	4.480443	4.737712	4.361059	4.5779786	4.5294347	4.648263	4.467674	4.635571	4.466131	4.429593	4.442582	4.539785	4.385092	4.566211	4.7138376	4.69181	4.580786	4.3254642
1370978_at	7.9509244	8.004448	8.11801	8.064938	7.9072146	8.145409	7.8705163	8.049789	7.818072	7.836258	7.929148	8.031628	7.9696355	7.9836016	8.023813	8.043386	8.029123	7.9172745	8.099394	8.006615	7.9794407	8.041277	8.093811	8.025377	8.096378	8.154449
1370979_at	6.0174108	6.1956496	6.20449	6.04393	6.127049	6.1595483	6.161139	6.050007	6.220639	6.1083207	6.2441006	6.179843	6.193823	6.255167	6.0278187	6.0607114	6.091518	6.399477	6.391687	5.7915196	6.1341987	6.2722917	5.9213185	5.8747425	6.4066005	6.230756
1370980_at	4.2040024	4.1856346	4.0713863	3.7316957	4.1845927	3.9865675	4.2921314	4.073042	3.8682427	3.9818358	4.004775	3.8838375	4.0620484	4.1607018	4.018395	4.058475	3.951535	4.094612	3.894992	3.9221215	4.0121493	3.920937	4.070557	4.016658	4.03228	3.8723936
1370981_at	6.9872966	7.016127	7.1790147	7.1201425	7.3758903	7.01922	7.2951746	7.2036624	7.1280513	7.2392216	7.092796	7.343407	7.157592	7.183363	7.4305544	6.9273105	7.3894663	7.2193165	7.159943	7.1136036	7.1442366	7.1769714	6.7248616	7.042492	6.8869987	7.402453
1370982_at	4.3826566	4.6208177	4.2188435	4.312304	4.3102374	4.2369614	4.39365	4.2036495	4.5046973	4.133494	4.0236607	4.4524236	4.1622267	4.482667	4.372128	4.386713	4.05434	4.225978	4.1255164	4.629465	4.0342793	4.2090693	4.240493	4.583059	4.129096	4.338255
1370983_at	4.9411964	4.7865105	4.920377	4.9343157	4.7100544	4.833111	5.017005	4.7748504	5.2132764	5.1368747	4.9946775	4.7391124	4.949945	4.949688	5.1079683	4.821988	4.7732215	4.8147526	4.793765	5.1109533	4.824256	5.0711617	5.0243864	4.9641	5.092947	4.5412803
1370984_at	7.029148	7.4375615	7.3637724	7.0933666	7.2849283	7.3507605	7.086761	7.1243567	7.588284	6.9239507	7.0837736	7.1804914	7.201311	7.204506	7.105554	7.230082	7.1650677	7.095092	7.2684455	7.142564	7.53304	6.831515	7.4832973	6.753002	7.2267303	7.103006
1370985_at	5.508363	5.6959543	5.3506937	5.3981194	5.342188	5.4847727	5.768428	5.362502	5.85202	5.7302885	5.4027977	5.6738815	5.555396	5.8040833	5.4478235	5.2819104	5.437704	5.506721	5.7204237	5.635865	5.7714214	5.7083764	5.668084	5.6353025	5.5795007	5.229315
1370986_s_at	6.3991017	6.663857	6.371771	6.49563	6.589316	6.552458	6.6608076	6.423229	6.7504344	6.709464	6.4697824	6.352753	6.533592	6.4923987	6.6429195	6.3199615	6.3475275	6.4997554	6.5000057	6.759274	6.537274	6.7792773	6.4509387	6.545684	6.696293	6.4175425
1370987_at	5.0187435	5.1289167	4.722431	5.105448	4.7493916	5.039733	4.9655094	4.8149214	5.3112307	4.953992	5.177765	5.319132	5.1501675	5.013961	5.017436	4.9070377	4.9098682	5.0507183	5.226701	5.059758	5.2780123	5.2351823	5.0115614	4.991123	4.814787	5.1617603
1370988_at	8.2304735	8.597318	8.394143	8.402227	8.125776	8.902083	8.178057	8.257763	8.197008	9.014081	8.41444	8.51598	8.499519	7.574306	8.505231	8.240047	7.904938	8.639618	8.722965	8.5862875	8.214797	8.356553	7.8150487	8.628441	8.635821	8.184551
1370989_at	2.7375069	2.6340034	2.588795	2.4296603	2.725738	2.6020727	2.5461156	2.5483718	2.3961163	2.4975374	2.2809281	2.6354628	2.5792358	2.6599786	2.537469	2.6336687	2.5362265	2.531044	2.5355031	2.7141347	2.601842	2.8354995	2.6037896	2.6827016	2.5906527	2.583677
1370990_at	6.794394	6.812197	6.6500793	6.8462315	6.8336387	6.612663	6.5758376	6.6280746	6.4620504	6.823571	6.775984	6.802538	6.601781	6.6855235	6.6729956	6.64644	6.637256	6.771671	6.9136624	6.668939	6.7873697	6.7779884	6.563347	6.793843	6.875417	6.69851
1370991_at	4.2645235	4.5155964	4.0719123	4.116403	4.530039	4.144216	4.1966267	4.22057	4.50567	4.2168255	3.9331565	4.015898	4.1090107	4.332493	4.014987	4.5210705	4.24489	4.2596254	4.229104	4.3899875	4.0892377	4.151866	4.3702674	4.194645	3.974739	4.5099726
1370992_a_at	13.869109	13.857247	13.868318	13.813938	13.843365	13.887696	13.865086	13.852837	13.908664	13.835307	13.900134	13.76928	13.833294	13.924838	13.75758	13.895883	13.891988	13.891027	13.829297	13.913675	13.89113	13.763648	13.893296	13.855727	13.826812	13.8051605
1370993_at	5.000829	5.014041	4.974789	4.5078177	5.0023146	4.8852816	5.0220385	4.6741223	4.889695	4.5323834	5.133034	4.854145	5.065114	4.924195	4.871438	5.081568	4.736986	5.055039	5.0971317	5.014194	4.9564953	4.95778	4.582648	5.043368	4.557723	5.1076236
1370994_at	6.618223	6.3541803	6.192498	6.7555075	6.82104	6.4614606	6.507983	6.563042	6.650634	6.4778566	6.465459	6.5799136	6.4155664	6.5408206	6.50461	6.488405	6.616002	6.5140486	6.545869	6.6283154	6.8317776	6.4592447	6.490511	6.470689	6.3407893	6.6803083
1370995_at	5.450286	5.063924	5.0065546	5.1425133	5.2944508	5.187841	5.257924	5.0673285	5.318759	5.1253195	5.4698167	5.52415	5.2735853	5.0309634	5.244526	4.9228086	5.130617	4.943021	5.4560328	5.3001957	5.3291063	5.419221	4.9503946	5.210946	4.995513	5.1177187
1370996_at	5.3784723	5.317275	5.364924	5.066801	5.3980684	5.292673	5.4942207	5.271995	5.742547	5.5785537	4.952408	5.513938	5.212396	5.460445	5.2532454	5.34607	5.3019967	5.1822867	5.049499	5.300885	5.035156	5.113399	5.5995436	5.6088076	5.0920153	5.3831367
1370997_at	4.550926	5.06962	5.0165343	5.128376	5.3132625	4.979295	4.9710603	5.23706	4.888103	4.986255	5.212693	4.863813	4.684576	4.651485	5.3275495	5.2897506	5.5408745	5.2975354	4.936356	4.5017247	5.2150965	5.0701137	5.2978244	5.167756	4.7765956	5.323278
1370998_at	4.765396	4.7944293	4.9355955	4.7753587	4.7497435	4.849135	4.81135	4.8733172	4.9755154	4.951953	4.9817886	4.9269695	4.7974615	4.610128	4.8706017	4.681769	4.910691	4.7985272	4.736947	4.7980847	4.747964	4.791269	4.801664	4.613468	4.6493435	4.866249
1370999_at	5.2755547	4.742234	5.112401	5.002983	4.411339	4.7073126	4.1103888	4.813795	4.961521	5.054261	5.0121613	4.9745445	4.8912153	3.970351	4.6624165	4.6673565	4.24938	4.872614	4.867633	4.0012054	4.910363	3.9999886	4.669034	4.2709455	3.6808734	4.6490297
1371000_at	3.489657	3.396417	3.2943892	3.3860373	3.6069667	3.5431597	3.316667	3.5587056	3.3239028	3.3504648	3.4923716	3.3710105	3.4222424	3.4095044	3.449388	3.410728	3.3018584	3.2721286	3.213226	3.2563515	3.3602912	3.4905114	3.5076919	3.5084813	3.7216458	3.4482265
1371001_at	2.5704415	2.7892087	2.8614237	2.823846	2.8969665	2.672857	2.6339	2.7792733	2.8197565	2.9333537	2.67888	2.8948205	2.6718533	2.6745903	2.8893566	2.9270556	2.9483347	2.8140078	2.7387764	2.6375122	2.8152966	2.6145642	3.0341516	2.8263133	2.64823	2.7527308
1371002_at	8.205602	8.289504	8.2067795	8.32282	8.156721	8.072177	8.161517	8.003675	7.965718	8.087751	8.252419	7.9177136	8.020843	8.153858	7.976423	8.035086	8.09977	8.099424	8.144731	8.018637	8.1009035	8.06532	7.9643893	7.951763	8.203415	8.171739
1371003_at	2.8498108	2.8723695	3.0405753	3.3318465	2.7595022	2.9714212	2.928175	2.8216941	2.9130156	2.8341968	2.92185	2.7428916	2.9963877	2.8490915	2.8602061	2.6985219	2.7595022	3.075327	2.9022157	2.7348952	3.0669222	2.6981137	2.8627534	2.7931905	3.0287087	2.8830693
1371004_at	4.120974	3.6261115	4.2059746	3.7667868	4.281777	3.8962636	3.7229002	3.7633326	3.7209582	4.061635	3.8272314	3.8173318	3.5748296	3.8626475	3.7344015	3.6424067	3.9915557	3.710077	4.119875	4.0598335	3.9800785	3.9157784	3.6053689	3.7821906	3.9209933	3.890834
1371005_at	4.5932627	4.502138	4.7525992	4.992753	4.7653065	4.5234156	4.848543	4.9142866	4.9338727	4.8220224	4.475482	4.545745	4.6955843	4.590559	4.657098	4.8252845	5.021328	4.825948	4.5036874	4.9323816	4.5118165	4.4928093	4.906192	4.722147	4.7833505	4.8444366
1371006_at	3.9956195	3.5937767	3.7983696	3.8150074	3.6849904	3.520092	3.8189297	3.909223	4.061507	3.9297915	3.710479	3.6301973	3.613844	3.6274002	3.581407	3.6182752	4.098784	3.8841686	3.6711996	3.6309595	3.5907989	3.6566472	3.8016686	3.7090383	3.686078	3.9006407
1371007_at	2.719486	2.779391	3.0031142	3.0147839	3.2607975	2.75821	2.8811874	2.99216	2.8063886	2.993479	2.9399738	3.34727	2.7847466	2.7991993	2.7043154	2.7433174	2.7544672	2.9552312	2.9702313	2.8619933	2.6247137	2.9040802	3.0546658	2.9457185	3.0841122	2.6630538
1371008_at	8.724053	8.295176	8.414792	8.628305	8.446135	8.638389	8.450286	8.616981	8.592757	8.506983	8.650632	8.545798	8.266482	8.541616	8.539095	8.481752	8.689408	8.536	8.598974	8.580379	8.601195	8.533394	8.4122925	8.315124	8.404059	8.510789
1371009_at	5.02503	4.7614784	4.9156704	4.997319	4.8781924	4.674014	4.8018675	4.9443083	4.9572353	4.9721813	4.75739	4.906396	5.0504427	5.043248	4.8432493	4.8349314	4.9109573	4.8536997	5.1413174	5.086425	4.7038603	4.794999	4.9506397	5.027894	4.973481	4.8251143
1371010_at	3.0068576	3.122488	3.2009754	3.1700764	3.135812	3.1106687	3.0292058	3.1918907	3.3072374	3.4447203	3.0300887	3.11624	3.1293392	3.2543516	3.0362105	3.223234	2.9632323	3.0519333	2.9722266	3.1456378	3.2298565	3.1572576	3.1332235	3.2116263	3.0019648	3.1409667
1371011_at	2.9601114	2.8760252	2.9581606	3.100692	2.8929389	2.8767588	2.8890393	2.910925	2.893083	3.001144	2.6113663	3.0701172	2.9063382	2.7786841	2.8741784	2.7097158	2.944488	2.9000933	3.0071185	2.9858727	2.9303687	2.824376	2.8287208	2.8613017	2.990951	2.9365783
1371012_at	10.502902	10.47557	11.182271	10.725099	10.857406	10.699784	10.925388	10.659366	10.668357	10.822374	10.456842	10.162193	10.022195	10.651052	10.043415	10.4585	10.837782	10.638618	10.966484	10.747137	10.469421	10.667929	10.260027	10.143836	11.076611	11.135454
1371013_at	3.7585814	3.4711065	3.7508574	3.5640745	3.6170313	3.645202	3.57148	3.9031224	3.6582909	3.5389674	3.5112438	3.4838605	3.8124301	3.4857986	3.5698407	3.689954	3.2751281	3.5541844	3.5622091	3.4311333	3.6009212	3.5453067	3.575409	3.6302762	3.6085017	3.6241372
1371014_at	7.607466	7.809132	7.9809723	7.805525	7.9986343	7.721762	7.836248	7.8532815	8.049381	7.805339	7.9131975	7.783271	7.6559744	7.7213993	7.86904	7.7771373	8.000799	7.809016	8.028384	7.677646	8.016442	7.8828316	7.784289	7.9631715	7.9045124	8.004915
1371015_at	5.346897	4.722867	5.3812275	5.1349335	4.7342653	4.7784214	5.3086987	4.9536133	4.9383974	5.050846	5.4604616	5.8069377	5.7916527	5.2153673	5.4190083	5.3733783	5.154051	5.955745	5.4557023	5.4035964	5.5403905	5.1148224	5.4901404	5.638539	5.492114	5.1837816
1371016_at	4.7229176	4.3665767	4.284515	4.41601	4.3064156	4.150023	4.394085	4.52553	4.9618645	4.5358906	4.314879	4.5042963	4.5948005	3.9899647	4.8201203	4.344404	4.2576737	4.484969	3.9803693	4.673479	4.215779	4.559702	4.334499	4.326582	4.4371505	4.541083
1371017_at	3.7565315	4.2102246	3.965124	4.3666434	3.93964	4.0191765	4.1784425	3.8063507	3.9524121	4.154046	3.7306771	3.9645085	4.287071	4.0867558	4.115182	3.9895234	3.9133909	3.947637	4.0463443	4.125305	4.1889024	4.0572805	4.216382	4.041857	4.153134	4.2920446
1371018_at	5.187669	5.27246	5.2253456	5.230321	5.1511784	5.381583	5.3579035	5.0886755	5.5560417	5.3662496	5.17838	5.332465	5.3870296	5.587864	5.312146	5.200081	5.3577185	5.3624105	5.3726645	5.3395243	5.3267365	5.0881605	5.192342	5.4180336	5.3649015	5.531988
1371019_at	4.855537	4.6202445	4.6717596	5.314514	4.9082403	4.903547	5.055319	4.932977	4.3614674	5.175307	4.2315364	5.100953	4.685696	4.959172	5.4646354	5.2931056	5.342866	5.0269656	5.689144	4.9650245	4.7013783	5.4169545	4.7373033	5.5145354	4.853216	4.7373877
1371020_at	4.047353	3.9454956	3.9987395	3.9108553	4.078397	3.9356449	3.984989	3.946782	3.9653327	4.1047535	3.8474646	4.115036	3.988475	4.203311	3.8468354	3.8852694	3.746113	4.3003025	3.951484	4.1275034	3.9220874	4.2097535	3.919562	4.086678	4.120084	3.8358138
1371021_at	7.611247	7.706771	7.7619066	7.6934056	7.6016746	7.6849346	7.53811	7.6967974	7.611083	7.549865	7.8388424	7.614669	7.428032	7.5382237	7.63811	7.541683	7.604907	7.787532	7.6356072	7.6418724	7.6711526	7.515374	7.3206086	7.4930906	7.3609753	7.774003
1371022_a_at	4.136868	4.008253	4.098421	4.1093397	4.2487407	3.9608066	4.0017614	4.021614	4.2788773	4.0418854	4.0005636	4.03139	3.8375163	3.9992244	3.9983482	3.7576349	3.913261	4.039592	3.7697437	4.170506	3.993455	3.9097764	3.7469234	4.005119	3.8728886	4.155105
1371023_at	4.363387	4.5246725	4.330046	4.4915805	4.291479	4.1291866	4.3161263	4.339753	4.3135505	4.4253	4.3534646	4.330552	4.435986	4.3883433	4.289387	4.4024343	4.467859	4.4084854	4.575129	4.465555	4.2218475	4.4345336	4.211988	4.421036	4.6649604	4.46535
1371024_at	4.147489	4.4524417	4.2825794	4.5516863	4.8878555	4.346333	4.186058	4.1076217	4.42386	4.805081	4.646766	4.2968965	4.274329	4.408173	4.379679	4.499795	4.3719597	4.535698	4.7064977	4.3209867	4.4603677	5.0447807	3.9091036	4.70812	4.483361	4.466414
1371025_at	10.815313	10.698307	10.653199	10.831396	10.86306	10.834578	10.792442	10.802906	10.898324	10.727333	10.877172	10.723409	10.583361	10.921447	10.807385	10.888882	10.989775	10.779698	10.833069	10.753438	10.739133	10.739529	10.88109	10.721786	10.642115	10.790791
1371026_at	3.485737	3.6658201	3.4702003	3.6167932	3.572435	3.6749063	3.5506957	3.7612588	3.6762276	3.9699285	3.4643054	3.632999	3.6295373	3.6232255	3.5210974	3.5260818	3.6307943	3.7187932	3.5249405	3.688362	3.3870463	3.5456913	3.6984034	3.687448	3.6050048	3.9228115
1371027_at	5.605162	5.531463	4.7875633	5.9723973	5.0619364	5.670649	5.170856	5.176631	5.5735974	5.4125233	5.253628	5.693002	5.5308943	5.2013626	5.7401395	5.127182	5.4606166	5.4817257	5.207303	5.583299	4.935297	5.56786	5.072484	5.761844	5.0481596	5.23717
1371028_at	7.015863	7.063353	7.0563035	7.1898704	7.1168528	7.2693043	7.087289	6.990796	7.0645776	6.9739275	7.3179874	7.291997	7.1194453	7.074593	7.113156	7.3672113	7.2580776	7.0547814	7.2618966	7.25902	7.044765	7.2559137	7.3232484	7.1799064	7.140912	7.1557894
1371029_at	5.11654	5.0189624	5.0569544	5.00403	5.232107	5.1339617	5.2022543	4.9926233	4.8349104	4.8043942	4.9546704	5.0967555	5.0548115	4.8466816	5.015848	5.0402517	5.169793	5.1357174	5.105215	5.0979176	4.8226466	5.035516	5.2927227	4.984029	5.12433	4.939041
1371030_at	12.871799	12.822934	12.6973715	12.8681755	12.835304	12.898369	12.774039	12.935661	12.776286	12.823244	12.894157	12.85644	12.870158	12.890869	12.961708	12.80287	12.802074	12.8215885	12.889126	12.885233	12.858943	12.918325	12.794721	12.761209	12.8706255	12.859079
1371031_at	12.158613	12.294265	12.456078	12.193676	12.165602	11.998579	12.349934	12.177329	12.135138	12.233968	12.219355	12.149335	11.961832	12.127372	12.118947	12.144358	12.372621	12.340967	12.033256	12.244625	11.937684	12.47748	12.058162	12.084345	12.179168	12.334582
1371032_at	5.8815603	5.9332867	5.87387	5.8000407	5.7650714	6.006126	5.8283467	5.472106	5.737335	5.7992907	5.765227	5.7567534	5.8382044	5.843387	6.005096	5.872759	5.869752	5.830836	5.9167905	5.9029384	5.8829226	5.783751	5.7022223	5.967695	5.696298	5.8249435
1371033_at	8.657909	8.331575	8.575624	8.551957	8.589506	8.622163	8.5425415	8.65536	8.202167	8.67566	8.596091	8.373661	8.822029	8.254774	8.650981	8.688609	8.601662	8.8245945	8.423512	8.731011	8.683198	8.606596	8.568753	8.386532	8.720432	8.423468
1371034_at	4.2321653	4.8183937	7.145569	4.0240717	4.8668804	4.658622	4.1264715	3.6309764	5.960378	7.295497	3.7264512	5.894534	6.036614	6.7196045	6.6399655	4.353199	3.276275	4.235528	7.8521147	6.791025	6.463932	6.5047216	5.341794	4.328413	7.55188	4.413
1371035_at	7.917909	8.074855	7.851496	7.756555	7.877331	7.81098	7.8935165	7.8654118	7.833042	7.841173	7.9088645	7.826387	7.718373	7.812925	7.8150926	7.6286798	7.880646	7.86969	7.733316	7.681429	8.000829	7.6387987	7.7761445	7.7661915	7.6472063	7.9557505
1371036_at	3.9447632	4.098737	4.138135	3.9471703	4.222933	4.080862	4.4112773	4.0220156	4.345831	4.19983	4.3379526	4.053245	4.143739	4.5276904	4.3585978	4.3586535	3.833712	4.3975115	4.315777	4.032061	4.187567	3.7662294	4.1600533	4.5989523	3.948209	4.1811023
1371037_at	10.61507	10.718166	10.802414	10.748951	10.723621	10.63783	10.809424	10.645308	10.647271	10.6871395	10.663216	10.659712	10.64739	10.63868	10.569305	10.808586	10.6284685	10.559067	10.779156	10.733576	10.611224	10.761959	10.709768	10.636375	10.66603	10.630574
1371038_at	6.7177987	6.3224106	6.762723	5.821734	6.419774	5.989539	5.8363366	6.096516	6.389519	6.036277	6.2494655	5.8836427	6.245355	6.3416767	5.876198	6.3440456	6.4088516	5.986432	6.4550695	5.909911	5.845146	6.2383485	6.1148033	5.9194956	6.0771303	5.974033
1371039_at	2.6808138	2.752595	2.6781802	2.7506657	2.6741405	2.5459726	2.8847828	2.84586	2.7695851	2.7190866	2.542601	2.5086718	2.7173266	2.7192678	2.813438	2.5304227	2.5896602	2.9448485	2.6715493	2.5715427	2.6284676	2.6324406	2.6328156	2.729836	2.5891705	2.7806969
1371040_at	5.222937	5.2760243	5.2878566	5.5046883	5.223086	5.1780534	5.029532	5.1330657	5.3374677	5.611321	5.170262	5.297194	5.6102786	5.336147	5.293161	5.3160133	5.187773	5.291362	5.2633214	5.3958936	5.2823195	5.079978	5.137184	5.4266644	5.3471885	4.9888167
1371041_at	11.25766	11.198077	11.190915	11.164714	11.184377	11.235813	11.177832	11.288181	11.211184	11.1528015	11.176178	11.166526	11.111868	11.221176	11.261562	11.102801	11.290222	11.208992	11.141984	11.25174	11.185138	11.095428	11.156076	11.186083	11.173582	11.225288
1371042_at	5.871683	5.793311	5.7594147	5.7467027	5.854798	6.0369844	5.9928536	5.7545753	5.665416	5.6186113	5.980414	5.7891216	5.8536787	5.9217925	5.9332323	6.008309	6.1989	5.8906956	5.9756327	5.947396	5.7494955	6.1167293	5.5230474	5.5397434	5.859746	5.7255445
1371043_a_at	2.506565	2.505938	2.4080825	2.6202116	2.388701	2.4536524	2.8630328	2.4369702	2.402728	2.6043053	2.4814262	2.7576914	2.3715243	2.5707936	2.572463	2.3959837	2.4776468	2.5304704	2.6389027	2.6983905	2.4345694	2.3894672	2.619905	2.5317225	2.5593972	2.4306922
1371044_at	5.8360343	5.7436085	5.6539865	5.4471655	5.562702	5.5704956	5.581958	5.583794	5.6995015	5.9520016	6.009624	5.8456836	5.6388435	5.8531322	5.573674	5.420538	5.657036	5.7331924	5.8919983	5.537908	5.663232	5.8551245	5.746191	5.8768497	5.7107515	5.5273223
1371045_at	4.0961037	3.9102602	4.2306786	4.0695934	4.0749183	4.207214	4.362755	4.092281	4.1889787	4.20697	4.257431	4.0291357	4.318924	4.1345606	4.0341797	4.1556063	4.038312	4.182142	4.4679837	4.3525805	3.9850798	4.2462826	4.258523	4.0972023	4.161549	4.089177
1371046_at	4.639716	4.694843	4.3815217	4.61513	4.3846574	4.7889643	4.6287374	4.347588	4.480718	4.3507786	4.5262713	4.5701523	4.5943775	4.656898	4.484992	4.3812976	4.4714966	4.741314	4.0030384	4.58484	4.4907575	4.2360234	4.3830147	4.625266	4.2769175	4.3969903
1371047_at	3.9868567	3.9284043	4.0312157	4.222696	3.7357085	3.9445984	4.2940354	4.0784388	4.1051974	3.811628	3.696565	3.7884943	4.0216093	4.259127	3.8355477	4.0143294	3.7027912	3.873425	3.8936095	3.8765764	3.7021573	3.97208	4.0902987	4.1252275	4.1782165	4.032042
1371048_at	2.9392667	2.9031126	2.7808511	2.9347339	2.9582615	2.780529	2.9018478	2.944817	3.0516605	3.0554786	2.9825423	2.9475543	3.0050745	2.9295132	3.0296519	2.8130543	3.2610462	2.7538483	2.9671025	3.092271	2.944343	3.0701036	2.8626971	3.225043	3.0002053	2.877139
1371049_at	4.1281195	3.9331565	4.4452415	4.176559	4.1037035	3.9862974	3.978421	3.9649348	4.25765	4.165449	4.0174236	4.1219883	4.2361875	4.102242	4.474576	3.9839551	4.1211214	3.9005136	3.639649	4.2080517	3.7899504	4.3070393	3.831484	4.3577123	4.1370554	4.1173344
