Something	702-030916-MW_(Rat230_2).CEL	703-030916-MW_(Rat230_2).CEL	705-030916-MW_(Rat230_2).CEL	706-030916-MW_(Rat230_2).CEL	707-030916-MW_(Rat230_2).CEL	708-030916-MW_(Rat230_2).CEL	710-030916-MW_(Rat230_2).CEL	712-030916-MW_(Rat230_2).CEL	713-030916-MW_(Rat230_2).CEL	714-030916-MW_(Rat230_2).CEL	715-030916-MW_(Rat230_2).CEL	717-030916-MW_(Rat230_2).CEL	719-030916-MW_(Rat230_2).CEL	720-030916-MW_(Rat230_2).CEL	721-030916-MW_(Rat230_2).CEL	724-030916-MW_(Rat230_2).CEL	726-030916-MW_(Rat230_2).CEL	727-030916-MW_(Rat230_2).CEL	728-030916-MW_(Rat230_2).CEL	729-030916-MW_(Rat230_2).CEL	730-030916-MW_(Rat230_2).CEL	732-030916-MW_(Rat230_2).CEL	733-030916-MW_(Rat230_2).CEL	734-030916-MW_(Rat230_2).CEL	735-030916-MW_(Rat230_2).CEL	736-030916-MW_(Rat230_2).CEL
1371050_at	12.950537	13.045259	12.966396	13.011666	12.939105	13.00559	12.970667	12.997194	12.912454	12.969202	12.969793	13.049409	12.985771	12.952429	13.070574	13.040899	12.976336	13.017885	13.022928	13.029451	12.911103	13.070902	13.035715	12.970592	13.014858	13.005079
1371051_at	7.3253546	7.46439	7.491959	7.307836	7.569898	7.240667	7.3638153	7.419201	7.3516026	7.247313	7.471584	7.248471	7.2332063	7.407873	7.51217	7.165089	7.517576	7.3862076	7.371356	7.173722	7.4335275	7.154834	7.3668127	7.2309175	7.317072	7.570757
1371052_at	2.6512496	2.8398433	2.6165318	2.784513	2.6743891	2.6200044	2.6479535	2.469884	2.8274975	2.5449972	2.7442565	2.7405276	2.5996518	2.638965	2.5677712	2.8521504	2.7006755	2.7133553	2.7060547	2.705782	2.4050744	2.6108153	2.777023	2.642413	2.6360474	2.6580763
1371053_at	2.6588368	2.8783765	2.8497617	3.0184488	2.9261587	2.9174747	2.9581738	2.938917	2.7932134	3.0483694	2.8839326	2.6766796	3.0164251	2.9076083	2.827505	2.9159422	2.829791	2.9894865	2.7521815	2.7526183	2.8372464	2.964768	2.8879352	2.8710942	2.9319038	2.9607525
1371054_at	3.7929006	3.6089916	3.6875935	3.8379245	3.6420016	3.5041924	4.0325036	3.3747106	4.0559516	3.1892147	3.8298936	3.8416686	3.7863522	3.864931	3.5915842	3.5888104	3.7532358	3.7424474	3.5280228	3.6579804	3.9039075	3.809541	3.4625225	3.5847046	3.6400747	3.5576005
1371055_at	5.506159	5.697879	5.7364655	5.6088333	5.556471	5.429763	5.6422243	5.3613553	5.427584	5.606143	5.703203	5.543143	5.7133574	5.5510626	5.50342	5.689229	5.740672	5.595249	5.921185	5.48402	5.501032	5.399356	5.672263	5.475747	5.612185	5.663822
1371056_at	4.894712	4.7673407	4.8000164	4.3927174	4.690926	4.801193	4.6932373	4.78757	4.821523	4.427665	4.6461983	4.714885	4.846642	4.747189	4.5317945	4.8686185	4.9152074	4.781202	4.7007403	4.953412	4.7604413	4.856157	4.9198217	4.793027	4.884646	4.670694
1371057_at	2.5148916	2.7179909	2.6318288	2.7117333	2.7394605	2.562446	2.739379	2.4854784	2.6307144	3.0295594	2.5132222	2.612688	2.620078	2.4685712	2.3739796	2.5390625	2.6667118	2.6706233	2.6211305	2.5937462	2.4619756	2.6496444	2.7208042	2.7599907	2.941675	2.545452
1371058_at	5.5932317	5.4802995	5.353756	5.2055454	5.325213	5.438778	5.544977	5.395281	5.563229	5.4644804	5.2554235	5.683834	5.472093	5.432355	5.3134437	5.3286786	5.561349	5.349652	5.3977532	5.457695	5.183063	5.54005	5.451551	5.4704437	5.1928763	5.176549
1371059_at	4.920517	5.0003796	5.195157	5.0763702	4.931802	4.7726817	4.90429	4.5034704	4.7903132	5.048495	4.6485643	5.2447224	5.3921328	5.1743855	5.0922956	4.950964	4.8921146	4.4199953	4.6575465	5.133122	4.584433	5.2365665	5.1639376	4.649205	4.9982047	4.796682
1371060_at	6.1294727	5.7204857	6.0980906	5.5660844	6.1553	5.837352	5.5764623	5.8773494	6.011014	5.5958114	6.095124	5.7969923	5.778478	5.6847687	6.0371976	6.2017837	5.9951706	5.968957	5.925525	5.838848	5.917354	6.087858	5.5559926	5.7071013	5.970037	6.1449904
1371061_at	5.7552667	5.65322	5.5230527	5.755245	5.503607	5.773915	5.7540865	5.2910795	6.018422	5.778903	5.559542	5.9295306	5.786254	5.60395	5.7313294	5.8495502	5.8526797	5.5920763	5.763904	5.9068227	5.6865015	5.9243646	5.9652314	5.4004307	5.7470684	5.591688
1371062_at	8.045367	8.0610075	7.9554787	8.258576	8.02543	8.2012	7.952673	8.190247	8.074485	7.989285	8.170553	7.986425	7.9256845	7.9583273	7.956352	8.118791	7.985202	8.116541	7.9715033	8.011027	8.169966	8.043532	8.191655	8.093162	7.9225082	8.081729
1371063_at	3.592556	3.4467704	3.5279758	3.542776	3.4942915	3.363295	3.539302	3.7432516	3.660191	3.5865192	3.3075888	3.63233	3.1803937	3.3856256	3.3094978	3.5029736	3.6556282	3.3323982	3.4005568	3.4706278	3.7264044	3.2390783	3.5724387	3.6226966	3.4730968	3.7392564
1371064_at	6.4214497	6.43905	6.4391603	6.3931384	6.324308	6.4231663	6.2203674	6.204224	6.3621507	6.270376	6.4872894	6.3948407	6.163505	6.007413	6.343764	6.376402	6.3552575	6.4130597	6.378153	6.3124266	6.222915	6.1574616	6.467326	6.180925	6.3652043	6.1647415
1371065_at	3.1340258	2.9667323	2.9501143	2.8468175	2.9479628	2.8497312	3.1113646	2.8278077	3.2736058	3.1086388	2.977284	3.1443708	2.95544	3.0832727	3.098755	2.9930027	3.1164143	2.9930918	3.0298102	3.0680418	2.920739	3.2715507	2.9746113	3.0429072	3.2165294	2.8214047
1371066_at	4.998395	5.190157	4.9804897	4.5459456	5.143282	5.1660175	5.157169	5.2265687	5.117329	5.3182178	5.0724044	5.28414	4.9891615	5.162366	5.1289587	5.3905745	5.0557003	5.4372997	4.914658	5.152469	5.053921	5.3212023	5.3057823	5.2608275	5.4619746	5.2612514
1371067_at	3.184221	3.506205	3.2426424	3.444699	3.2388258	2.9830346	3.0519278	3.3060346	3.2918806	3.190207	3.1197445	3.336613	3.3989964	3.25379	3.295135	3.1427686	3.1900697	3.1714036	3.4619303	3.106281	3.2905054	3.2386205	3.450484	3.1829066	3.0570993	3.3384814
1371068_at	3.5185173	3.4087825	3.4571729	3.7114449	3.77914	3.395982	3.487701	3.706293	3.2713869	3.5782056	3.4899917	3.4455237	3.326762	3.5338867	3.5706875	3.5445771	3.320495	3.2676916	3.215651	3.5361872	3.0354466	3.3492455	3.5705056	3.4030771	3.298816	3.5799255
1371069_at	4.5980697	4.6221085	4.659346	4.7164755	4.817784	3.8627665	3.9563982	4.271839	4.6991334	4.2309866	4.4865894	4.250972	4.3414946	4.596879	4.3834267	4.3210173	4.1411066	4.372535	4.600178	4.3506255	4.6985426	4.066963	4.432871	4.6320047	4.653697	4.2794695
1371070_at	4.2370677	4.4347105	4.556016	4.337893	4.6441393	4.168343	4.388865	4.4741926	4.3771095	4.368763	4.7445517	4.7860436	4.3916306	4.3195825	4.6259117	4.6022596	4.474532	4.611027	4.548026	4.4717646	4.626464	4.6038795	4.641712	4.7851424	4.149417	4.5414968
1371071_at	6.205877	5.9966493	6.039015	6.1953945	6.0379186	6.104052	6.2245784	6.1052856	6.035023	6.0584083	6.0132184	5.9448595	6.1240916	6.1764207	6.086537	6.085396	6.130786	6.1044374	5.9008904	5.9987006	5.947408	6.1734657	6.1197357	6.200106	6.2438354	5.8578234
1371072_at	3.6414719	4.026136	4.141383	4.004534	3.9341266	4.053274	4.2960696	4.1015635	3.9420779	4.168991	4.0448823	4.042351	4.19913	4.019183	4.1004534	4.0658073	4.1420746	3.9698012	3.8701744	4.133649	4.042307	3.80023	3.96599	3.8465528	3.9589987	4.1031
1371073_at	7.0546203	7.1286077	6.799228	6.8039665	7.0126324	6.8446336	6.6671996	6.6110153	6.8627415	6.7718534	7.0370717	7.026069	7.0104322	6.921512	6.87145	7.0404453	6.515212	6.9966345	7.2221045	6.855549	7.223089	6.6340857	7.043416	6.9511485	7.0685883	7.071139
1371074_a_at	6.7151346	5.9862537	6.860337	6.2467213	7.075628	6.1492133	5.9077277	6.3129563	6.6495056	6.5495563	6.5694456	6.1088786	6.2248554	5.8220906	6.438158	5.853084	6.1850057	6.250509	6.193407	5.581808	7.1426597	5.4065146	6.0947623	6.363095	5.174827	6.984425
1371075_at	4.6857786	4.470044	4.2796416	4.6906395	4.3849783	4.3460655	4.5336885	4.4593143	4.5024867	4.476753	4.2473936	4.233205	4.206892	4.356924	4.3504524	4.294236	4.249844	4.314477	4.458708	4.4024305	4.3289185	4.632394	4.485011	4.32615	4.277803	4.1668873
1371076_at	11.018891	11.255062	11.128952	11.264459	11.565519	10.875706	11.254495	11.189487	11.417723	11.196137	10.879323	10.982524	10.532677	10.893075	10.866809	10.968569	11.488371	10.928363	10.906827	11.090336	11.283911	11.395286	10.5863	11.017341	11.2542305	11.571945
1371077_at	3.5632718	3.2183557	3.5799801	3.478888	3.6284902	3.378248	3.6524878	3.5663104	3.6159766	3.6112947	3.4576194	3.6463816	3.5941715	3.6640882	3.3589773	3.7063584	3.414441	3.448058	3.4664788	3.3169308	3.2924516	3.2494838	3.5399415	3.5816946	3.498579	3.2204306
1371078_at	6.9915586	6.7752743	6.6536717	6.5645347	6.4335413	6.7953577	6.7652774	6.7563486	6.741443	6.9798083	6.66069	7.060409	6.686855	6.582206	7.0207467	6.747544	6.6219544	6.865721	6.7610035	6.9444666	6.9212008	6.706146	6.7899833	6.7174826	6.8298626	6.6215916
1371079_at	9.45691	9.484461	9.594553	9.563114	9.5257635	9.651084	9.40677	9.654125	9.385162	9.486439	9.293474	9.168866	9.4699135	9.462911	9.438817	9.487831	9.409319	9.404654	9.492507	9.567113	9.221817	9.523326	9.335869	9.500265	9.375951	9.529841
1371080_at	2.964418	2.8634863	2.9937303	2.9889755	3.000494	2.7576184	2.9071825	2.879796	3.0658975	2.9670994	2.9118311	3.0606089	2.9401257	3.1930633	2.609178	2.98827	2.9886408	3.1258335	2.6965604	3.2563734	2.9496193	2.9687846	2.9977458	2.9129426	3.1078885	3.0870616
1371081_at	8.287703	8.246953	9.029269	8.344092	8.585678	8.480877	8.781699	8.504972	8.644205	8.484293	8.430032	7.9721313	8.669945	8.308834	7.978463	8.736263	8.540865	8.778616	8.383249	8.564685	8.266804	8.360742	8.653883	8.578739	8.652335	8.46183
1371082_at	4.2814817	4.1181574	4.1842613	4.3515525	3.8651915	4.1304927	4.2344747	4.3777742	4.2086973	4.2845473	3.7596865	4.120956	4.178852	4.1399674	3.9392629	4.2232122	4.28314	4.210433	4.0188723	4.114076	3.9254785	4.0495644	4.225978	4.085505	4.1011744	3.8543766
1371083_at	13.996883	13.942696	13.962977	14.0129795	13.990955	13.937897	14.019761	13.99572	13.978896	13.97641	13.985319	13.939198	13.935312	14.023862	13.92376	13.912888	13.967506	13.971608	13.957371	13.957794	13.970371	13.939198	13.939198	13.900953	13.932405	13.950816
1371084_at	2.4171717	2.4523618	2.5562289	2.350843	2.480747	2.470602	2.221399	2.4972785	2.4191473	2.3394756	2.2579672	2.5426512	2.3083427	2.5621243	2.3383412	2.2938097	2.4312904	2.3153646	2.272409	2.5177567	2.5710726	2.3928201	2.3436167	2.3965678	2.390319	2.3315072
1371085_at	4.4700527	4.382613	4.3684883	4.3599668	4.2901597	4.362453	4.4078784	4.650342	4.440789	4.4871	4.127482	4.2170844	4.3545513	4.346998	4.171337	4.30938	4.478013	4.0409927	4.1584444	4.392096	4.029354	4.1070466	4.099665	4.4816294	4.4072943	4.586861
1371086_at	3.408649	3.7473216	3.6243334	3.6972146	3.7554884	3.4651394	3.624273	3.4992697	3.761134	3.4669363	3.588924	3.5212884	3.5257273	3.7307072	3.470588	3.7356386	3.512285	3.567362	3.5399134	3.6459007	3.5077534	3.7498245	3.838832	3.681435	3.2520401	3.5825136
1371087_a_at	2.4487617	2.555542	2.797958	2.5176716	2.7238665	2.788549	2.8982282	2.8553512	2.8776155	2.9210396	2.778088	2.8114974	2.9063382	2.7172039	2.8523307	2.587893	2.7381282	2.909087	2.5983958	2.6569805	2.538884	2.5624518	2.8680816	2.8472395	2.8855376	3.0133533
1371088_at	3.6194892	3.2977786	3.5018334	3.891996	3.4586778	3.5999126	3.68442	3.2982976	3.5794184	3.4388328	3.3776045	3.340067	3.728967	3.6850393	3.7225475	3.6052153	3.6924524	3.586552	3.3646436	3.5154572	3.4736943	3.3249888	3.4006033	3.5564299	3.6765447	3.4397988
1371089_at	6.930854	6.6823826	7.580017	6.7866096	8.557643	6.3644056	7.136141	7.1340866	8.324968	7.9330573	6.218445	5.2067575	5.439549	6.384103	5.9665933	5.586339	8.540252	7.0074105	4.7327147	7.233379	6.72916	7.153235	4.684596	6.301159	5.1689625	8.150351
1371090_at	7.1342983	7.3468165	7.257951	7.2111945	7.174365	7.2487054	7.092027	7.1434493	7.2197647	6.9502487	7.4459	7.2873845	7.0761056	7.2267413	7.365608	7.382448	7.241377	7.105559	7.4075685	7.1436696	7.080878	7.0655107	7.2033205	7.189347	7.239397	7.354297
1371091_at	6.9905195	6.5949264	6.8862762	6.867684	6.633054	6.959159	6.4293246	6.4104223	6.949165	7.1754837	6.822522	6.7061224	6.761964	6.448718	7.2118826	6.8965764	7.012087	6.556862	6.518614	6.9864182	6.116437	7.5199075	6.949165	7.078307	5.692917	6.7217116
1371092_at	3.0875616	3.3035848	3.4021528	3.4029443	3.1662922	3.191259	3.4576695	3.502905	3.307332	3.152184	3.1931355	3.4944735	3.0925534	3.3656	3.2201788	3.5285432	3.5457993	3.1612349	3.4078476	3.3950853	3.0232456	3.240483	3.5869946	3.2813118	3.1730645	3.2187557
1371093_at	4.49623	4.201253	4.079811	4.509776	4.245149	3.8850386	4.5051346	4.418023	4.3695936	4.33488	4.5956936	4.772999	4.601419	4.038509	4.165889	4.2470875	4.512307	4.8033414	3.7873473	4.5158753	4.188101	4.5594754	4.6408257	4.251416	4.414795	3.8746586
1371094_at	6.357489	6.559151	6.1358566	6.15693	6.233817	6.486984	6.1025743	6.3308587	6.090358	5.94213	6.3717318	6.1786804	6.3303847	6.1376634	6.0870214	6.1882763	6.2803426	6.543899	5.7415657	6.1626363	6.4115696	6.447172	6.1642056	6.4727798	6.075998	6.1880693
1371095_at	3.5646694	3.516788	3.6274395	3.8197157	3.6967673	3.299675	3.5509794	3.6788723	3.5293245	3.4663095	3.4760292	3.455894	3.5007076	3.6299512	3.9628372	3.6255758	3.5550478	3.584667	3.5168016	3.5320923	3.6788692	3.5975294	3.9820974	3.6159487	3.8396327	3.6990159
1371096_at	2.9442797	2.9899201	3.1863596	2.8418603	3.103106	2.9293137	2.9386241	3.060978	2.8508644	3.0690663	2.7649121	3.0192723	2.8002715	3.0967464	3.2029014	2.9578164	2.8305826	3.0710635	2.8978395	2.9494855	3.0460594	3.0250406	2.877235	3.0084145	2.9174314	3.1018233
1371097_at	3.1067836	3.337814	3.1738794	3.5057225	3.2903266	3.223506	3.463294	3.0287209	3.2516265	3.2381756	3.1727848	3.1203008	3.3632002	3.180871	3.5269494	3.2324047	3.1953928	3.1367335	3.3928785	3.2471619	3.1637433	3.2478094	3.3142753	3.2533789	3.0109425	2.8907354
1371098_a_at	10.68364	10.3989	10.496426	10.7141485	10.581559	10.691741	10.500715	10.645235	10.608152	10.4954	10.684442	10.626582	10.413519	10.627523	10.666483	10.708112	10.607904	10.608793	10.760174	10.592075	10.505724	10.562824	10.655032	10.417653	10.548214	10.622472
1371099_at	13.060612	13.128002	13.010131	13.0625725	13.018488	13.112256	13.113703	13.018529	13.078975	13.04615	13.068199	13.156219	13.079132	13.024734	13.110466	13.168231	13.101121	13.070973	13.143516	13.095049	12.971449	13.065256	13.091573	13.064273	13.036376	13.024103
1371100_at	12.921785	13.019525	13.04655	13.045757	13.079758	12.92553	13.055805	13.093314	13.031646	12.990378	12.992612	12.939222	12.866171	12.920001	13.046865	12.974778	13.0553875	12.942348	12.9589205	12.90146	12.95955	12.995771	13.026387	12.924374	12.928686	13.159789
1371101_at	7.4045987	7.656332	7.6466293	7.2682815	7.6782885	7.3739758	7.399871	7.5789347	7.3717275	7.2898803	7.5344796	7.3472633	7.170441	7.3483143	7.610068	7.3648434	7.4197807	7.4489994	7.4862175	7.284277	7.534382	7.2249293	7.4369226	7.230967	7.458208	7.682937
1371102_x_at	11.853004	11.714478	11.655681	11.518366	11.717289	12.07403	12.079977	11.750008	11.789209	11.516304	12.064569	11.600542	11.7433	11.61409	11.667234	11.646167	11.766384	11.532396	11.464493	11.11059	12.235477	11.51515	11.515686	11.33396	11.641101	11.784939
1371103_at	6.7444935	6.4150662	6.918501	6.2602463	6.8024035	6.435322	6.197379	6.3466787	6.7020464	5.894791	6.57003	6.625943	6.4151587	6.4662437	6.6371646	6.8722897	6.4911513	6.5500736	6.8108034	6.3221855	6.544958	6.3406434	6.5244575	6.5329447	6.5698028	6.6145725
1371104_at	7.767511	7.971584	7.341746	7.449211	7.8693886	7.3688407	7.4027877	7.3584905	7.717712	7.2218275	8.140602	8.198723	7.707991	7.816282	7.9350696	7.8946834	7.3557277	7.6106815	7.820502	7.7846665	8.075781	7.307115	7.869045	7.8271313	7.6349688	7.895365
1371105_at	3.0405755	3.337751	3.3822095	3.6670027	3.369297	3.4234288	3.8315094	3.470972	3.718577	3.9297981	3.5687604	3.624362	3.7266855	3.5446358	3.6563425	3.5637934	3.8842416	3.5866327	3.752432	3.3844156	3.4279547	3.4621236	3.4659965	3.5331357	3.377822	3.3938932
1371106_at	4.1881714	4.253621	3.9137776	4.101266	3.9857104	4.0826397	4.2684937	3.700893	4.3175077	4.1102524	4.0958815	3.952064	3.7525947	4.2769375	3.7190154	4.0405626	4.123982	3.9211707	4.0823746	4.13748	3.9585497	4.19701	4.1637325	4.0805197	3.8351793	3.8727405
1371107_a_at	3.9352314	3.7331126	3.9312868	3.762885	3.869502	3.8247814	4.0436954	3.606577	3.9951084	3.9657912	3.7812698	4.0057425	4.1241903	4.2433243	4.012079	3.692052	3.8481102	3.804266	3.8817415	4.1223407	4.266868	3.8567538	3.7706177	4.2020025	4.0552936	3.614053
1371108_a_at	7.603388	7.262986	7.7413716	7.0443263	7.6339183	7.542341	7.1929817	7.3369465	7.56854	7.021885	7.484572	7.4371653	7.291113	7.493274	7.438986	7.667295	7.305446	7.477958	7.650781	7.403116	7.2333283	7.331688	7.3185453	7.349361	7.3576856	7.2111144
1371109_at	12.202819	12.195444	12.114259	12.263983	12.145786	12.21653	12.172793	12.24437	12.185868	12.131088	12.207613	12.290394	12.114244	12.20647	12.187312	12.285419	12.10877	12.1502905	12.240789	12.138398	12.116389	12.147343	12.242651	12.138642	12.123161	12.144348
1371110_at	5.251244	5.243092	5.1588073	5.60985	5.328389	5.3556952	5.4816422	5.461439	5.488165	5.3935275	5.323331	5.3032074	5.4260426	5.39584	5.453502	5.4257994	5.489273	5.205464	5.1745386	5.4154587	5.0202675	5.16107	5.5553627	5.219553	5.124367	5.52438
1371111_at	6.1245775	6.1005464	6.092345	6.0328674	6.128826	5.999976	6.1980276	5.983498	6.2892265	6.3536205	6.0353165	6.1797075	6.1859465	6.205425	6.317009	6.163688	6.1286864	6.139705	6.1626225	6.2725363	5.9838405	6.094125	6.0527744	6.3393226	6.1378927	6.141163
1371112_at	2.6960497	2.4019327	2.5994387	2.3798685	2.6901345	2.5577512	2.363912	2.7306662	2.4007463	2.6141725	2.5115209	2.5029807	2.3138976	2.4345217	2.3420262	2.4560533	2.5081697	2.5035825	2.4252298	2.4631705	2.4299946	2.335721	2.7604995	2.4156036	2.721046	2.5767422
1371113_a_at	6.88913	6.9072337	6.706241	6.350956	8.388266	6.423839	6.8852406	7.153046	7.6329074	6.547374	6.9982705	6.429306	6.4479384	6.538188	6.196663	7.177928	7.2776833	6.7548256	5.798126	6.732653	7.3593187	6.3467193	6.6584406	6.943998	7.1996074	7.1992183
1371114_at	4.8876133	4.884738	5.1054754	5.033207	4.965127	4.7405353	5.144366	5.235815	5.1102753	5.3303194	4.8885565	5.122773	4.811288	5.0870333	5.017844	5.1472445	4.808358	4.7827005	4.941757	5.0773363	4.757585	5.123657	5.4449234	5.2229996	5.1485863	4.790289
1371115_at	3.2963412	3.5305588	3.6164	3.721578	3.544613	3.5589154	3.744026	3.597096	3.4903424	3.4380698	3.432186	3.8991454	3.6383374	3.5093749	3.44101	3.6530983	3.596345	3.4900594	3.5805848	3.5454037	3.4663157	3.775359	3.7270606	3.2532437	3.4469802	3.6905038
1371116_at	6.260675	6.155483	5.9830933	5.8678865	6.2306232	5.704775	5.8743806	6.2021265	6.017675	5.8418126	6.097617	5.611548	5.4598904	5.964226	6.0273523	6.2953897	6.015723	6.0822945	6.32077	6.0063677	5.6691613	6.1807904	6.1223946	6.2042427	6.376456	6.123722
1371117_at	3.1297264	3.1082535	3.1862042	3.139906	3.0220988	3.088837	3.4139938	3.1137245	3.143536	3.2959943	3.0645335	3.3267171	2.944596	3.0653026	3.0363805	3.1584425	3.2377799	3.1379707	3.1202965	3.2515342	2.764932	2.906459	3.0339165	3.2848341	3.0587833	2.832622
1371118_a_at	5.2096815	5.205834	5.212939	5.208387	5.3179417	5.1164217	5.2778797	5.2636857	5.3733416	4.9748607	4.8742833	5.183995	5.0860734	5.208878	5.172012	5.2216063	5.1680655	5.177853	4.972686	5.125567	5.0429764	5.012809	5.2397795	5.4539557	5.323276	4.9141164
1371119_at	6.486257	6.3831754	6.660758	6.7063026	6.4148855	6.7252665	6.560639	6.748369	6.516539	6.8066707	6.5050297	6.5658875	6.548908	6.5801554	6.8443108	6.729597	6.6582766	6.4652233	6.4035296	6.7125006	6.3757277	6.53976	6.6745496	6.7984214	6.419423	6.5239882
1371120_s_at	3.6300561	3.7414265	3.62671	3.5510564	3.7223506	3.3379598	3.9238474	3.620489	3.743495	3.6702785	3.2505064	3.3287954	3.810691	3.48065	3.2422423	3.479898	3.4296186	3.4595141	3.5831685	3.5522387	3.2333848	3.429356	3.5539978	3.5874872	3.6209488	3.4985437
1371121_at	4.1898212	3.7546904	3.5659227	3.7933567	4.0926	3.5624158	3.7323506	3.819531	3.735297	3.7862978	3.9236805	3.723667	3.7511785	3.992386	3.8164833	3.8471005	3.790634	3.9803019	3.7037528	3.8536427	3.848475	3.9533243	3.74184	3.7212422	3.978483	4.0098658
1371122_at	7.5570216	7.6037817	7.6345415	7.559092	7.5041666	7.624322	7.324408	7.551724	7.633254	7.3247285	7.647234	7.6365867	7.703162	7.518651	7.6729164	7.525707	7.6157517	7.524501	7.627211	7.3405166	7.6577244	7.667976	7.6043363	7.3869157	7.5843654	7.5822983
1371123_x_at	9.993368	9.763697	9.560139	9.566662	9.268515	9.939365	9.381727	9.51635	9.438899	9.327821	9.808072	10.313807	9.85943	9.704147	10.0043545	10.065147	9.346853	10.072163	10.274852	10.1757555	9.729003	9.800756	9.831154	9.751682	9.891396	9.510132
1371124_a_at	11.717665	11.155799	11.536109	11.55595	11.628656	11.816707	11.610419	11.858494	11.750458	11.829475	11.805363	11.404628	11.704384	11.901321	11.597331	11.721146	11.991813	11.695088	11.43508	12.007388	11.636044	11.78662	11.654681	11.535385	11.730892	11.738794
1371125_at	5.2063885	5.1199665	4.9816265	5.0130634	4.8399076	4.8012567	4.717017	4.715644	4.904607	4.768383	5.043652	4.714611	4.7833967	4.8988104	4.974264	5.0054283	4.9220667	5.1340485	5.027258	4.9734354	5.078497	4.8962116	5.157154	4.767762	4.9751644	4.7331
1371126_x_at	3.1980608	3.050319	2.9600246	2.9522142	2.9028168	3.2445352	3.1551194	3.0473335	3.3019004	3.2040632	3.0772834	3.3925762	3.1961663	3.3686306	3.2266607	3.3156807	3.305003	3.3075414	3.0481179	3.2574284	3.0087035	2.9662793	3.0128798	3.1833355	3.2799127	2.853215
1371127_at	6.3880477	6.3591876	6.3458915	6.349451	6.266807	6.311828	6.337929	6.3311524	6.3958554	6.2049656	6.3838577	6.2949266	6.0217977	6.4702516	6.3998437	6.3031797	6.453541	6.270012	6.3435187	6.2102895	6.2984056	6.0664105	6.3493176	6.413713	6.32073	6.247672
1371128_at	3.188816	3.1023679	3.2100441	3.2415688	3.0636501	3.239178	3.4684663	3.3325512	3.1855128	3.396003	3.355731	3.4177954	3.186791	3.263489	3.2476976	3.1569173	3.2531474	3.1457484	3.3158715	3.2039416	3.06362	3.13242	3.0226793	3.3189402	3.1775625	3.0089355
1371129_at	4.319253	4.165329	4.3535814	4.427627	4.2225065	4.2632937	4.3084965	4.050252	4.2500095	4.372472	4.169114	4.613941	4.29144	4.3082933	4.0711045	4.3114076	4.2712235	4.4640813	4.089583	4.4964604	4.093569	4.3028564	4.465188	4.360537	4.1403923	4.165388
1371130_at	3.0318048	3.0033288	2.920416	3.308243	2.9210396	3.0020769	2.873268	2.8101392	2.9739144	3.1015537	2.9099052	2.9545443	3.0315685	2.9370265	3.0926497	2.9514802	2.9217894	2.898413	2.7793262	2.9285254	2.9370265	2.9612126	3.1046271	3.0942857	2.8272388	2.9666088
1371131_a_at	9.199692	9.193167	9.353884	9.341926	9.188429	9.564194	9.232227	9.33559	9.373957	9.076931	9.128679	9.153137	9.297378	9.177662	9.369726	9.398411	9.205931	9.336149	9.300144	9.330879	8.945044	9.310074	9.22686	9.279173	9.389729	9.083881
1371132_a_at	4.846778	4.7389693	4.6487613	4.7574496	4.708371	4.719966	4.643559	4.7622404	4.826258	4.752537	4.772688	4.667408	4.85167	4.852764	4.8789854	4.772554	4.823225	4.9212303	4.8235207	4.795541	4.979228	4.6612463	4.885522	4.812908	4.9466553	4.7548018
1371133_a_at	3.5819008	3.6023014	3.332334	3.5930004	4.0013595	3.867959	3.5386968	3.4956365	3.6905956	3.612758	3.5507133	4.0407143	4.104807	3.6959481	3.3583393	3.7403882	3.5414665	3.4278557	3.926442	3.5355327	3.4423285	3.7090204	3.2951312	3.7786448	3.422745	3.498426
